country,chosen_formation,name,positions,role,overall_rating,potential,preferred_foot,height_cm,weight_kgs,predicted_score,age,nationality,weak_foot(1-5),skill_moves(1-5),national_rating,national_team_position,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
Brazil,4-4-2,Coutinho,LW,FW,88.0,89,Right,172.72,68.0,874.0019090909085,26,Brazil,4,5,,,79,79,48,87,75,91,91,86,83,92,88,75,92,83,93,83,59,79,61,93,59,49,84,88,70,85,55,54,47
Bulgaria,4-1-4-1,P. Iliev,GK,GK,68.0,72,Right,182.88,68.9,832.0919545454562,27,Bulgaria,3,1,,,17,12,19,27,13,13,19,15,19,18,50,48,54,58,59,15,78,38,52,16,33,22,14,31,15,42,21,20,12
Bulgaria,4-1-4-1,S. Manolev,RB,DF,70.0,70,Right,185.42,78.9,832.0919545454562,33,Bulgaria,3,3,,,72,58,63,68,53,73,66,51,68,71,72,74,69,69,57,69,71,86,72,55,80,59,64,55,59,64,55,70,74
Bulgaria,4-1-4-1,S. Popov,RB,DF,70.0,70,Right,185.42,77.1,832.0919545454562,28,Bulgaria,3,3,67.0,SUB,71,62,66,67,51,65,73,65,62,63,68,75,53,72,53,64,78,67,72,63,64,70,64,53,30,68,72,68,71
Bulgaria,4-1-4-1,N. Bodurov,CB,DF,69.0,69,Right,154.94,73.9,832.0919545454562,32,Bulgaria,3,2,,,61,23,67,62,32,53,46,42,56,56,64,64,63,65,69,45,70,71,74,32,73,66,47,53,55,64,64,74,64
Bulgaria,4-1-4-1,V. Bozhikov,CB,DF,68.0,68,Left,185.42,79.8,832.0919545454562,30,Bulgaria,3,2,,,65,37,60,60,30,42,28,24,49,55,68,66,70,63,69,26,80,66,77,38,67,66,49,39,35,61,64,73,70
Bulgaria,4-1-4-1,I. Popov,CAM,MF,76.0,76,Right,182.88,77.1,832.0919545454562,31,Bulgaria,4,4,,,71,74,66,76,71,74,67,76,72,79,80,73,75,74,60,79,62,73,68,72,73,49,76,75,71,72,42,50,44
Bulgaria,4-1-4-1,I. Chochev,CM,MF,74.0,77,Left,187.96,79.8,832.0919545454562,26,Bulgaria,4,3,,,61,67,76,76,56,73,62,55,73,75,64,70,64,69,53,75,70,83,75,71,71,68,67,71,59,66,68,68,69
Bulgaria,4-1-4-1,S. Delev,RM,MF,70.0,70,Right,170.18,68.0,832.0919545454562,29,Bulgaria,5,3,,,61,69,60,59,60,70,63,65,44,68,91,83,86,68,88,76,76,82,64,71,42,12,74,61,64,68,52,13,13
Bulgaria,4-1-4-1,T. Nedelev,CAM,MF,68.0,71,Left,175.26,69.9,832.0919545454562,26,Bulgaria,3,3,,,65,66,49,67,53,73,69,68,60,68,78,75,78,58,76,72,54,60,50,67,28,23,62,66,64,59,43,25,22
Bulgaria,4-1-4-1,S. Slavchev,CM,MF,68.0,73,Right,185.42,78.0,832.0919545454562,25,Bulgaria,3,3,,,43,61,59,71,32,68,63,64,68,70,59,57,65,66,62,52,56,71,73,62,75,70,49,67,43,69,55,70,70
Bulgaria,4-1-4-1,A. Galabinov,ST,FW,71.0,71,Right,190.5,88.0,832.0919545454562,30,Bulgaria,2,3,,,50,74,68,66,64,65,64,76,50,67,54,52,44,68,34,70,63,72,88,70,52,12,76,52,64,66,22,15,11
Burkina Faso,3-4-3,H. Koffi,GK,GK,66.0,77,Right,185.42,81.2,835.5407045454538,22,Burkina Faso,3,1,,,11,8,13,23,6,10,14,13,26,20,35,33,40,68,50,21,68,21,65,7,30,14,8,37,16,58,13,11,10
Burkina Faso,3-4-3,S. Yago,RB,DF,72.0,75,Right,154.94,77.1,835.5407045454538,26,Burkina Faso,2,3,,,72,34,67,67,40,68,48,41,66,68,66,68,65,72,74,59,75,76,74,27,82,71,60,51,52,69,61,75,74
Burkina Faso,3-4-3,Y. Coulibaly,LB,DF,68.0,74,Left,175.26,68.0,835.5407045454538,24,Burkina Faso,3,3,,,62,41,44,61,31,67,30,31,55,63,81,80,85,58,86,43,60,90,60,45,70,63,46,37,40,52,63,68,65
Burkina Faso,3-4-3,I. Paro,CB,DF,65.0,70,Right,182.88,78.9,835.5407045454538,24,Burkina Faso,2,2,,,58,18,67,65,32,45,21,28,61,51,64,68,39,54,44,47,55,63,72,38,63,60,28,47,38,62,62,68,62
Burkina Faso,3-4-3,B. Dabo,CM,MF,74.0,75,Right,185.42,81.2,835.5407045454538,27,Burkina Faso,3,4,,,66,62,70,77,60,74,62,58,73,74,68,67,72,68,69,78,82,78,79,68,82,74,70,68,62,72,71,76,72
Burkina Faso,3-4-3,A. Traoré,CAM,MF,73.0,73,Left,175.26,71.2,835.5407045454538,30,Burkina Faso,4,4,,,72,68,68,70,66,77,72,74,62,75,84,82,83,67,65,72,83,68,68,69,78,40,66,74,70,71,58,38,32
Burkina Faso,3-4-3,J. Pitroipa,CAM,MF,68.0,68,Right,175.26,59.9,835.5407045454538,32,Burkina Faso,3,3,,,61,62,52,63,58,74,66,57,56,71,76,75,77,62,78,65,77,31,46,57,40,32,67,68,62,67,35,23,22
Burkina Faso,3-4-3,A. Guira,CDM,MF,66.0,66,Right,185.42,74.8,835.5407045454538,30,Burkina Faso,3,2,,,55,43,62,64,52,61,53,42,60,64,67,69,69,66,60,59,69,83,81,53,81,60,42,52,38,59,66,65,59
Burkina Faso,3-4-3,B. Traoré,ST,FW,78.0,83,Left,154.94,73.0,835.5407045454538,23,Burkina Faso,1,4,,,65,75,64,75,75,83,78,74,69,87,85,89,88,73,71,76,78,75,64,66,60,45,80,73,69,73,38,40,37
Burkina Faso,3-4-3,P. Nakoulma,ST,FW,73.0,73,Right,152.4,76.2,835.5407045454538,31,Burkina Faso,3,3,,,67,73,58,65,36,76,50,39,58,73,79,88,83,73,77,76,74,73,81,68,60,45,74,65,58,80,28,35,30
Burkina Faso,3-4-3,H. Bandé,LW,FW,72.0,84,Right,152.4,68.0,835.5407045454538,20,Burkina Faso,4,3,,,57,73,55,68,67,77,48,28,52,72,83,85,83,70,74,70,75,69,61,67,61,27,66,64,62,63,22,41,12
Cameroon,4-2-3-1,A. Onana,GK,GK,80.0,85,Right,187.96,93.0,872.3080454545438,22,Cameroon,3,1,75.0,GK,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14
Cameroon,4-2-3-1,J. Matip,CB,DF,80.0,82,Right,193.04,89.8,872.3080454545438,27,Cameroon,2,2,,,54,36,82,77,50,65,63,22,74,69,55,69,55,78,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78
Cameroon,4-2-3-1,N. Nkoulou,CB,DF,80.0,80,Right,182.88,77.1,872.3080454545438,28,Cameroon,3,3,75.0,SUB,60,33,77,72,64,68,37,28,70,72,72,74,68,76,74,58,83,68,78,46,76,80,54,63,50,78,80,82,78
Cameroon,4-2-3-1,A. Nyom,RB,DF,74.0,74,Right,187.96,79.8,872.3080454545438,30,Cameroon,3,3,,,74,27,64,63,44,68,68,30,64,71,67,76,50,71,50,74,57,79,86,66,80,72,51,54,37,67,75,78,78
Cameroon,4-2-3-1,A. Chedjou,CB,DF,74.0,74,Right,182.88,77.1,872.3080454545438,33,Cameroon,3,3,,,39,40,76,70,50,61,51,50,68,62,67,63,62,66,58,60,79,67,76,59,76,72,44,63,57,64,72,74,70
Cameroon,4-2-3-1,P. Ntep,LM,MF,75.0,76,Right,154.94,74.8,872.3080454545438,26,Cameroon,4,3,75.0,SUB,71,65,43,73,67,80,74,69,66,76,79,79,77,75,75,75,49,72,73,69,70,28,71,66,68,68,32,25,15
Cameroon,4-2-3-1,A. Song,CDM,MF,74.0,74,Right,185.42,73.9,872.3080454545438,31,Cameroon,3,3,,,57,53,68,74,52,72,57,41,71,73,68,61,65,67,59,68,71,63,75,42,82,75,62,67,66,75,72,72,70
Cameroon,4-2-3-1,P. Kunde Malong,CDM,MF,74.0,80,Right,154.94,78.9,872.3080454545438,23,Cameroon,4,3,75.0,SUB,70,64,54,78,44,70,62,40,73,75,78,78,69,71,74,85,74,79,84,74,75,72,63,67,57,65,70,73,62
Cameroon,4-2-3-1,A. Zambo Anguissa,CDM,MF,73.0,81,Right,182.88,78.0,872.3080454545438,23,Cameroon,2,3,75.0,RCM,58,42,73,73,50,72,59,46,65,68,71,69,59,70,71,73,75,81,82,54,80,74,63,72,62,75,61,75,66
Cameroon,4-2-3-1,J. Minala,CM,MF,70.0,76,Right,182.88,83.9,872.3080454545438,22,Cameroon,3,3,,,49,60,60,73,52,69,55,52,68,72,69,54,61,66,61,68,73,76,68,65,75,69,63,65,43,65,66,62,60
Cameroon,4-2-3-1,V. Aboubakar,ST,FW,80.0,81,Right,182.88,82.1,872.3080454545438,27,Cameroon,3,5,81.0,SUB,57,80,77,75,81,81,80,67,68,80,76,83,72,76,63,81,78,82,85,75,77,33,80,81,76,86,44,23,19
Canada,3-4-3,M. Borjan,GK,GK,73.0,73,Right,195.58,83.9,850.032863636363,31,Canada,2,1,,,15,12,15,38,19,28,16,16,48,23,47,40,38,70,42,25,55,40,77,12,44,22,14,57,23,58,19,23,21
Canada,3-4-3,C. Gutiérrez,LB,DF,67.0,78,Left,154.94,69.9,850.032863636363,22,Canada,2,2,,,66,37,62,65,37,64,50,51,64,62,74,80,70,65,75,57,70,75,72,56,46,62,63,56,47,61,60,65,63
Canada,3-4-3,A. Straith,CB,DF,67.0,67,Right,187.96,88.9,850.032863636363,28,Canada,2,2,,,46,23,64,55,28,49,34,36,50,56,59,68,53,63,49,59,63,69,83,32,72,62,25,51,50,51,65,70,60
Canada,3-4-3,M. James,CB,DF,67.0,72,Right,193.04,83.9,850.032863636363,25,Canada,4,2,70.0,RCB,34,29,65,64,32,49,44,22,60,58,64,66,47,60,60,54,79,70,84,51,75,64,31,45,40,55,64,64,59
Canada,3-4-3,A. Hutchinson,CDM,MF,76.0,76,Right,187.96,83.0,850.032863636363,36,Canada,4,2,70.0,SUB,69,61,75,82,63,73,67,64,74,72,68,69,63,76,62,73,62,78,79,59,69,75,64,65,75,82,74,77,68
Canada,3-4-3,S. Arfield,CM,MF,74.0,74,Right,152.4,79.8,850.032863636363,30,Canada,3,3,70.0,LCM,69,70,59,75,61,73,72,59,73,74,68,67,69,72,80,71,69,80,70,65,69,64,74,74,57,80,59,63,66
Canada,3-4-3,A. Davies,LM,MF,72.0,87,Left,154.94,72.1,850.032863636363,18,Canada,4,4,70.0,RM,62,64,51,64,55,76,64,44,51,73,92,93,84,65,76,71,72,76,69,63,68,52,65,65,60,71,55,61,51
Canada,3-4-3,J. Osorio,CM,MF,71.0,73,Right,175.26,73.0,850.032863636363,26,Canada,4,3,70.0,RCM,59,67,51,75,55,73,64,65,66,72,67,67,83,69,76,70,54,77,57,66,69,60,69,69,53,72,55,56,49
Canada,3-4-3,L. Cavallini,ST,FW,74.0,77,Left,182.88,88.9,850.032863636363,26,Canada,3,3,70.0,LS,31,76,76,60,59,75,44,52,41,70,76,74,62,66,70,76,68,72,84,65,78,23,75,56,70,69,35,29,13
Canada,3-4-3,C. Larin,ST,FW,74.0,80,Right,187.96,89.8,850.032863636363,23,Canada,4,3,70.0,ST,35,77,76,62,60,67,43,22,21,69,70,73,61,70,44,82,63,69,84,68,63,22,73,52,63,63,21,18,20
Canada,3-4-3,J. Hoilett,LW,FW,74.0,74,Right,172.72,69.9,850.032863636363,28,Canada,3,3,70.0,LM,71,68,58,68,69,76,69,65,63,75,88,87,85,70,83,76,71,60,63,73,66,45,71,73,68,68,20,39,28
Chile,4-2-3-1,C. Bravo,GK,GK,78.0,78,Right,182.88,79.8,873.3938181818168,35,Chile,3,1,,,12,13,18,56,11,22,25,38,54,32,58,54,63,73,62,22,81,41,69,17,40,23,16,69,23,64,15,18,19
Chile,4-2-3-1,G. Maripán,CB,DF,77.0,81,Right,193.04,83.0,873.3938181818168,24,Chile,2,2,77.0,LCB,41,28,75,66,31,40,29,27,51,57,45,48,31,72,32,56,68,56,92,24,75,77,28,30,20,69,79,77,73
Chile,4-2-3-1,M. Isla,RB,DF,75.0,75,Right,175.26,74.8,873.3938181818168,30,Chile,3,3,77.0,RB,78,41,58,75,58,75,78,64,72,73,80,75,84,74,78,65,66,79,68,66,76,73,70,68,68,76,72,75,75
Chile,4-2-3-1,E. Roco,CB,DF,74.0,77,Right,193.04,78.9,873.3938181818168,26,Chile,3,2,77.0,SUB,40,43,79,70,27,55,27,31,60,62,37,43,57,73,43,45,78,70,82,39,66,72,42,49,34,67,77,75,68
Chile,4-2-3-1,E. Mena,LB,DF,74.0,74,Left,172.72,73.9,873.3938181818168,30,Chile,3,3,75.0,LB,74,38,50,72,38,70,59,41,64,71,80,79,71,73,78,61,74,78,67,53,74,75,69,65,58,68,71,75,72
Chile,4-2-3-1,A. Vidal,CM,MF,85.0,85,Right,154.94,74.8,873.3938181818168,31,Chile,4,3,77.0,CAM,76,75,82,83,78,77,76,68,82,83,67,62,74,84,75,86,85,85,79,85,93,84,83,82,81,81,82,86,86
Chile,4-2-3-1,C. Aránguiz,CM,MF,81.0,81,Right,170.18,69.9,873.3938181818168,29,Chile,4,3,77.0,SUB,78,64,53,85,68,75,75,76,83,82,76,60,80,76,85,80,61,87,63,75,80,74,75,81,76,76,74,71,72
Chile,4-2-3-1,G. Medel,CDM,MF,79.0,79,Right,170.18,64.9,873.3938181818168,31,Chile,4,3,77.0,RCB,50,31,68,79,58,63,35,45,73,71,72,70,78,80,92,65,82,84,83,59,89,81,58,68,58,78,75,83,76
Chile,4-2-3-1,P. Hernández,CM,MF,78.0,78,Left,185.42,81.2,873.3938181818168,32,Chile,3,3,75.0,LCM,54,66,53,79,69,80,75,69,77,79,69,67,70,80,44,75,69,68,77,73,85,75,78,80,62,68,55,66,68
Chile,4-2-3-1,F. Orellana,RM,MF,77.0,77,Right,167.64,64.0,873.3938181818168,33,Chile,4,4,,,75,76,69,76,61,82,80,79,74,80,77,71,79,79,66,64,66,54,34,80,54,31,75,76,75,69,43,37,25
Chile,4-2-3-1,A. Sánchez,LW,FW,84.0,84,Right,170.18,62.1,873.3938181818168,30,Chile,3,4,77.0,RW,77,79,70,76,83,85,79,78,75,86,86,79,90,81,87,83,87,83,72,80,79,46,83,81,74,83,38,44,35
China PR,3-5-2,Yan Junling,GK,GK,73.0,76,Right,190.5,83.0,855.8963181818182,28,China PR,1,1,,,16,14,19,30,16,17,20,14,30,24,53,43,33,70,45,16,75,43,72,13,18,25,15,65,21,63,13,13,13
China PR,3-5-2,Feng Xiaoting,CB,DF,72.0,72,Right,187.96,78.0,855.8963181818182,33,China PR,3,2,,,50,34,75,70,48,47,52,52,73,57,66,54,53,68,63,50,75,71,70,40,65,72,60,67,54,66,72,72,73
China PR,3-5-2,Zhang Linpeng,CB,DF,71.0,71,Right,185.42,78.0,855.8963181818182,29,China PR,3,2,,,61,33,75,63,24,56,50,34,55,59,71,72,63,65,71,77,77,72,85,55,83,68,53,64,34,68,71,64,65
China PR,3-5-2,Li Xuepeng,LB,DF,70.0,70,Left,185.42,76.2,855.8963181818182,30,China PR,3,3,,,73,52,67,66,56,73,75,48,66,72,78,75,63,67,68,58,66,79,76,58,62,67,63,68,51,65,62,67,63
China PR,3-5-2,Yu Hanchao,LM,MF,73.0,73,Left,152.4,64.9,855.8963181818182,32,China PR,4,3,,,69,65,58,74,59,74,55,55,60,73,75,79,80,72,78,65,54,89,68,59,64,52,68,69,64,77,31,34,48
China PR,3-5-2,Hao Junmin,CM,MF,72.0,72,Right,152.4,78.0,855.8963181818182,31,China PR,4,3,,,65,62,35,74,51,70,80,76,68,72,74,69,75,69,75,65,63,82,60,66,86,67,69,75,58,64,60,64,61
China PR,3-5-2,Zhang Xizhe,CAM,MF,72.0,72,Right,154.94,68.9,855.8963181818182,28,China PR,4,3,,,72,67,40,71,57,74,76,75,69,70,71,68,75,71,77,67,31,62,53,63,70,53,73,73,73,67,34,45,47
China PR,3-5-2,Cao Yunding,LM,MF,71.0,71,Right,172.72,69.9,855.8963181818182,29,China PR,4,3,,,65,60,44,71,44,73,67,60,60,74,79,82,75,66,78,68,74,69,63,66,69,40,65,71,59,65,31,28,38
China PR,3-5-2,Zheng Zhi,CDM,MF,71.0,71,Right,154.94,74.8,855.8963181818182,38,China PR,4,3,,,63,60,66,71,64,70,64,65,68,77,64,32,73,70,67,68,55,32,66,66,85,75,65,76,68,75,72,71,68
China PR,3-5-2,Wu Lei,ST,FW,76.0,77,Right,175.26,66.2,855.8963181818182,27,China PR,4,3,,,68,78,69,74,72,76,67,69,65,75,88,86,79,78,83,76,89,71,54,67,65,23,78,70,53,65,34,37,31
China PR,3-5-2,Gao Lin,ST,FW,72.0,72,Right,185.42,74.8,855.8963181818182,33,China PR,4,3,,,66,67,73,70,59,66,58,60,60,65,75,71,70,69,67,83,70,73,79,67,62,58,72,75,76,68,46,52,51
Colombia,4-1-4-1,D. Ospina,GK,GK,79.0,79,Right,182.88,79.8,873.7545909090894,30,Colombia,3,1,79.0,GK,11,10,15,36,12,12,10,13,32,32,34,34,44,72,50,35,75,29,38,12,20,25,16,50,26,60,11,13,12
Colombia,4-1-4-1,D. Sánchez,CB,DF,84.0,88,Right,187.96,78.9,873.7545909090894,22,Colombia,3,2,79.0,RCB,36,40,80,77,28,63,30,27,67,73,72,79,60,80,55,66,73,76,83,44,87,82,34,49,44,75,84,85,88
Colombia,4-1-4-1,J. Murillo,CB,DF,80.0,84,Right,182.88,78.0,873.7545909090894,26,Colombia,2,2,79.0,LCB,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82
Colombia,4-1-4-1,S. Arias,RB,DF,79.0,80,Right,152.4,72.1,873.7545909090894,27,Colombia,3,3,79.0,RB,74,51,67,74,43,74,31,54,73,77,84,86,78,76,77,56,82,90,69,50,79,75,70,64,56,76,74,78,77
Colombia,4-1-4-1,J. Mojica,LWB,DF,78.0,81,Left,185.42,73.0,873.7545909090894,26,Colombia,2,3,,,79,62,55,78,43,78,74,68,70,79,89,90,74,70,61,80,73,70,70,61,75,72,69,65,67,69,67,78,79
Colombia,4-1-4-1,J. Rodríguez,CAM,MF,87.0,88,Left,154.94,74.8,873.7545909090894,27,Colombia,3,4,79.0,LAM,90,83,62,89,90,85,89,86,83,90,73,67,83,85,76,86,54,70,68,92,64,55,80,88,81,87,52,41,44
Colombia,4-1-4-1,J. Cuadrado,RM,MF,84.0,84,Right,152.4,72.1,873.7545909090894,30,Colombia,3,5,79.0,RAM,80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74
Colombia,4-1-4-1,J. Quintero,CAM,MF,80.0,82,Left,167.64,67.1,873.7545909090894,26,Colombia,2,4,76.0,LAM,76,72,48,80,67,84,84,82,77,84,74,72,90,73,91,84,55,51,38,78,43,35,67,86,73,80,48,30,22
Colombia,4-1-4-1,J. Lerma,CDM,MF,79.0,83,Right,152.4,69.9,873.7545909090894,24,Colombia,4,3,79.0,SUB,66,56,65,77,56,69,66,65,76,77,74,76,75,72,76,82,84,90,76,75,83,80,58,68,58,63,78,81,81
Colombia,4-1-4-1,W. Barrios,CDM,MF,78.0,83,Right,152.4,71.2,873.7545909090894,25,Colombia,3,3,,,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,73
Colombia,4-1-4-1,Falcao,ST,FW,84.0,84,Right,152.4,72.1,873.7545909090894,33,Colombia,4,3,79.0,RS,55,86,89,79,84,75,83,73,58,82,69,66,76,85,75,79,91,68,75,80,75,41,88,70,81,87,39,42,19
Congo,4-4-2,B. Samba,GK,GK,68.0,72,Left,185.42,78.9,811.3744772727271,24,Congo,3,1,,,10,9,15,31,13,12,14,13,21,22,43,57,39,68,54,21,57,28,65,10,26,18,11,14,15,53,12,14,12
Congo,4-4-2,M. Baudry,CB,DF,69.0,69,Right,187.96,82.1,811.3744772727271,29,Congo,3,2,,,56,17,69,54,22,30,34,22,55,54,50,60,38,65,51,40,52,71,79,23,74,66,23,35,38,56,66,71,69
Congo,4-4-2,A. Bouka Moutou,LB,DF,69.0,69,Left,175.26,76.2,811.3744772727271,30,Congo,2,3,,,68,18,52,68,17,66,45,52,57,71,71,68,67,66,83,16,65,69,61,22,71,67,57,49,50,68,65,67,72
Congo,4-4-2,C. Dikamona,CB,DF,65.0,66,Right,187.96,86.2,811.3744772727271,28,Congo,3,2,,,22,15,59,60,17,52,24,21,65,50,60,63,57,55,42,38,62,60,90,21,67,59,12,39,31,68,58,66,64
Congo,4-4-2,A. Walongwa,CB,DF,65.0,68,Right,182.88,81.2,811.3744772727271,25,Congo,2,2,,,24,21,67,51,29,27,35,38,48,56,53,50,51,56,53,41,62,53,78,25,68,63,39,27,54,58,63,65,62
Congo,4-4-2,T. Bifouma,RM,MF,74.0,75,Right,154.94,79.8,811.3744772727271,26,Congo,4,4,,,67,72,58,67,62,77,50,45,56,75,93,94,92,72,73,81,91,67,71,64,64,34,71,65,56,62,24,23,19
Congo,4-4-2,D. N'Dinga,CDM,MF,72.0,72,Right,154.94,69.9,811.3744772727271,30,Congo,3,2,,,47,50,68,74,45,59,49,47,70,64,70,64,70,68,69,66,87,87,74,52,75,71,44,66,50,60,67,69,70
Congo,4-4-2,P. Oniangué,CDM,MF,71.0,71,Right,190.5,78.0,811.3744772727271,30,Congo,2,3,,,50,68,77,68,60,65,67,65,66,69,64,65,68,68,50,79,79,78,85,72,73,72,66,67,52,71,71,70,68
Congo,4-4-2,M. Biankadi,LM,MF,65.0,72,Right,154.94,78.0,811.3744772727271,23,Congo,3,3,,,60,52,55,62,40,67,58,38,64,64,73,75,77,63,69,61,65,81,70,56,63,57,58,61,41,61,55,62,62
Congo,4-4-2,S. Ganvoula,ST,FW,69.0,76,Right,190.5,84.8,811.3744772727271,22,Congo,4,2,,,36,70,73,63,60,56,51,31,23,58,68,71,58,61,53,75,69,58,87,64,65,21,68,58,60,62,23,21,18
Congo,4-4-2,D. Saint-Louis,LW,FW,69.0,75,Right,182.88,78.0,811.3744772727271,23,Congo,3,3,,,65,73,53,63,68,73,63,64,58,72,79,78,82,57,73,66,60,64,67,55,39,24,64,58,64,59,26,36,30
Costa Rica,4-3-3,K. Navas,GK,GK,87.0,87,Right,185.42,79.8,871.7141363636346,32,Costa Rica,3,1,,,11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,21,74,39,75,13,32,20,16,68,25,67,28,14,14
Costa Rica,4-3-3,G. González,CB,DF,77.0,77,Right,185.42,77.1,871.7141363636346,31,Costa Rica,3,2,,,33,40,72,60,38,59,45,22,60,60,68,68,58,73,61,68,73,66,77,41,79,77,37,45,35,68,84,80,76
Costa Rica,4-3-3,O. Duarte,CB,DF,76.0,76,Right,185.42,81.2,871.7141363636346,29,Costa Rica,3,2,,,40,26,78,72,32,48,28,32,57,59,57,64,54,72,45,47,79,61,72,24,74,75,35,39,37,67,72,80,80
Costa Rica,4-3-3,B. Acosta,CB,DF,71.0,71,Right,182.88,92.1,871.7141363636346,32,Costa Rica,3,2,,,29,35,68,56,48,45,39,34,60,60,51,48,55,63,59,64,77,71,93,53,82,66,34,32,37,66,70,70,67
Costa Rica,4-3-3,F. Calvo,CB,DF,71.0,73,Left,154.94,77.1,871.7141363636346,26,Costa Rica,3,2,,,62,41,72,65,36,64,61,42,66,64,74,68,61,68,79,55,81,75,75,39,77,71,55,52,43,67,69,69,66
Costa Rica,4-3-3,C. Borges,CDM,MF,76.0,76,Right,187.96,78.0,871.7141363636346,30,Costa Rica,4,3,,,62,75,68,79,72,71,68,69,78,75,56,58,64,76,59,80,65,75,76,79,68,74,76,73,75,79,74,75,70
Costa Rica,4-3-3,D. Guzman,CDM,MF,72.0,72,Right,152.4,78.9,871.7141363636346,29,Costa Rica,3,3,,,70,53,61,72,51,67,70,53,76,68,64,62,68,70,65,71,68,78,68,64,83,68,65,70,61,69,70,68,62
Costa Rica,4-3-3,U. Segura,LM,MF,68.0,71,Right,182.88,69.9,871.7141363636346,25,Costa Rica,3,3,,,62,60,62,70,66,69,60,62,66,69,69,66,66,66,67,71,58,71,61,67,69,52,66,67,61,67,58,54,52
Costa Rica,4-3-3,J. Campbell,RW,FW,75.0,76,Left,152.4,72.1,871.7141363636346,26,Costa Rica,2,4,,,75,70,52,73,64,77,72,69,70,77,85,83,84,70,76,80,78,66,73,72,70,45,73,71,70,74,32,40,42
Costa Rica,4-3-3,M. George,ST,FW,70.0,75,Right,187.96,79.8,871.7141363636346,25,Costa Rica,3,3,,,43,68,67,56,57,65,50,50,43,67,91,87,66,65,60,75,90,65,85,52,75,15,65,46,55,64,40,18,16
Costa Rica,4-3-3,D. Vega,RW,FW,66.0,67,Left,152.4,72.1,871.7141363636346,26,Costa Rica,4,4,,,56,57,34,63,57,67,56,42,50,69,82,79,78,58,70,67,34,68,49,61,45,37,66,60,58,61,32,39,23
Croatia,5-3-2,D. Subašić,GK,GK,82.0,82,Right,190.5,83.9,872.6555909090894,34,Croatia,2,1,,,11,10,13,24,13,11,24,39,26,19,51,54,42,78,37,24,75,32,80,14,31,20,15,52,23,65,14,14,13
Croatia,5-3-2,V. Ćorluka,CB,DF,82.0,82,Right,193.04,83.9,872.6555909090894,33,Croatia,3,3,,,68,44,83,70,38,65,69,60,72,73,49,65,57,77,46,64,81,80,86,50,81,77,45,60,49,78,79,83,82
Croatia,5-3-2,S. Vrsaljko,RB,DF,81.0,81,Right,154.94,76.2,872.6555909090894,27,Croatia,3,3,,,82,44,73,77,53,74,70,57,70,79,78,79,67,79,72,75,85,87,73,58,75,80,65,68,52,67,79,81,77
Croatia,5-3-2,D. Lovren,CB,DF,81.0,82,Right,187.96,83.9,872.6555909090894,29,Croatia,4,2,,,59,33,80,69,42,63,26,18,66,67,54,55,50,75,41,63,81,68,82,34,87,81,21,56,52,70,77,83,85
Croatia,5-3-2,D. Vida,CB,DF,80.0,80,Right,182.88,76.2,872.6555909090894,29,Croatia,3,2,,,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,78,85,79,83
Croatia,5-3-2,D. Srna,RB,DF,78.0,78,Right,152.4,78.0,872.6555909090894,36,Croatia,4,3,,,85,69,60,85,72,72,86,83,87,83,69,76,71,73,65,83,67,68,69,77,83,80,76,83,84,78,72,76,75
Croatia,5-3-2,L. Modrić,CM,MF,91.0,91,Right,172.72,66.2,872.6555909090894,33,Croatia,4,4,,,86,72,55,93,76,90,85,78,88,92,80,72,92,90,94,79,68,89,58,82,62,83,79,92,82,90,68,76,73
Croatia,5-3-2,I. Rakitić,CM,MF,87.0,87,Right,182.88,78.0,872.6555909090894,30,Croatia,4,3,,,84,79,59,87,84,82,88,82,90,85,66,62,73,80,66,84,39,83,71,87,67,81,80,86,82,86,76,75,73
Croatia,5-3-2,I. Perišić,LM,MF,85.0,85,Right,185.42,79.8,872.6555909090894,30,Croatia,5,4,,,83,79,80,81,81,84,73,75,77,85,84,88,78,81,74,84,84,89,78,79,65,69,85,79,76,80,64,52,54
Croatia,5-3-2,M. Mandžukić,ST,FW,85.0,85,Right,190.5,84.8,872.6555909090894,32,Croatia,3,3,,,72,85,90,75,86,78,64,49,67,79,67,73,67,88,53,83,85,83,87,63,88,66,90,74,76,80,59,64,64
Croatia,5-3-2,A. Kramarić,ST,FW,83.0,84,Right,152.4,73.0,872.6555909090894,27,Croatia,4,4,,,76,86,69,79,85,87,79,74,53,86,78,73,82,83,83,83,69,77,68,85,73,21,84,72,91,82,35,20,26
