name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Dodi Lukébakio,Belgium,Attack,left,187.0,ES1,Sevilla FC,12000000.0,0,0,5,1,1371,27
Bryan Zaragoza,Spain,Attack,right,164.0,L1,Bayern Munich,12000000.0,6,0,6,2,1810,23
Alexis Saelemaekers,Belgium,Attack,right,180.0,IT1,Bologna FC 1909,12000000.0,8,0,4,3,2099,25
Mike Trésor,Belgium,Attack,right,172.0,BE1,KRC Genk,12000000.0,2,0,1,1,901,25
Gustav Isaksen,Denmark,Attack,both,181.0,DK1,FC Midtjylland,12000000.0,3,0,3,4,1678,23
Breel Embolo,Switzerland,Attack,right,187.0,FR1,AS Monaco,12000000.0,0,0,1,0,182,27
Luka Ivanusec,Croatia,Attack,right,175.0,NL1,Feyenoord Rotterdam,12000000.0,1,0,7,8,1853,26
Neal Maupay,France,Attack,right,173.0,GB1,Everton FC,12000000.0,8,0,8,4,1640,28
Franck Honorat,France,Attack,right,180.0,L1,Borussia Mönchengladbach,12000000.0,1,0,5,13,2617,28
Semih Kılıçsoy,Türkiye,Attack,right,178.0,TR1,Besiktas JK,12000000.0,5,0,12,3,1765,19
Kevin,Brazil,Attack,right,176.0,UKR1,Shakhtar Donetsk,12000000.0,3,0,3,4,1047,22
Santiago Castro,Argentina,Attack,right,179.0,IT1,Bologna FC 1909,12000000.0,1,0,1,1,237,20
Jonathan Burkardt,Germany,Attack,right,183.0,L1,1.FSV Mainz 05,12000000.0,2,0,8,2,1543,24
Álex Berenguer,Spain,Attack,right,175.0,ES1,Athletic Bilbao,12000000.0,4,0,8,4,1939,29
Adam Hlozek,Czech Republic,Attack,right,188.0,L1,Bayer 04 Leverkusen,12000000.0,3,0,7,5,1011,22
Assane Diao,Spain,Attack,right,185.0,ES1,Real Betis Balompié,12000000.0,5,0,4,0,1413,19
Ibrahim Osman,Ghana,Attack,left,179.0,DK1,FC Nordsjaelland,12000000.0,1,0,5,5,1886,20
Emanuel Emegha,Netherlands,Attack,right,195.0,FR1,RC Strasbourg Alsace,12000000.0,3,0,8,2,2089,21
Abel Ruiz,Spain,Attack,right,182.0,PO1,SC Braga,12000000.0,7,0,8,3,2796,25
Zeki Amdouni,Switzerland,Attack,both,185.0,GB1,Burnley FC,12000000.0,2,0,6,1,2099,24
Lorenzo Lucca,Italy,Attack,right,201.0,IT1,Udinese Calcio,12000000.0,6,0,9,4,2707,24
Cyril Ngonge,Belgium,Attack,left,180.0,IT1,Hellas Verona,12000000.0,6,0,7,3,1841,24
Chuba Akpom,England,Attack,right,186.0,NL1,Ajax Amsterdam,12000000.0,0,0,15,3,1318,29
Krépin Diatta,Senegal,Attack,right,175.0,FR1,AS Monaco,12000000.0,2,0,0,2,1194,25
Sofiane Diop,Morocco,Attack,right,175.0,FR1,OGC Nice,12000000.0,0,0,0,0,500,24
David Datro Fofana,Cote d'Ivoire,Attack,right,180.0,L1,1.FC Union Berlin,12000000.0,1,0,6,2,1855,22
Luiz Henrique,Brazil,Attack,left,182.0,ES1,Real Betis Balompié,12000000.0,2,0,1,3,982,24
Moses Simon,Nigeria,Attack,right,168.0,FR1,FC Nantes,12000000.0,0,0,3,6,1793,29
Jota Silva,Portugal,Attack,right,179.0,PO1,Vitória Guimarães SC,12000000.0,9,0,12,6,3006,25
Vedat Muriqi,Kosovo,Attack,left,194.0,ES1,RCD Mallorca,12000000.0,6,0,7,2,2549,30
Eren Dinkci,Germany,Attack,right,188.0,L1,1.FC Heidenheim 1846,12000000.0,8,0,11,6,2737,23
Ricardo Pepi,United States,Attack,right,185.0,NL1,PSV Eindhoven,12000000.0,3,0,9,3,674,22
Kasper Dolberg,Denmark,Attack,right,187.0,BE1,RSC Anderlecht,12000000.0,2,0,13,2,2177,27
Artur,Brazil,Attack,left,168.0,RU1,Zenit St. Petersburg,11000000.0,1,0,3,1,1003,26
Fábio Silva,Portugal,Attack,right,185.0,SC1,Rangers FC,11000000.0,3,0,5,0,1537,22
Fedor Chalov,Russia,Attack,right,181.0,RU1,CSKA Moscow,11000000.0,4,0,16,5,2815,26
Wilfried Zaha,Cote d'Ivoire,Attack,right,180.0,TR1,Galatasaray,11000000.0,3,0,10,4,1914,32
Mateo Cassierra,Colombia,Attack,right,186.0,RU1,Zenit St. Petersburg,11000000.0,2,0,24,8,2784,27
Maksim Glushenkov,Russia,Attack,left,179.0,RU1,Lokomotiv Moscow,11000000.0,6,0,8,21,2532,25
Ansgar Knauff,Germany,Attack,right,180.0,L1,Eintracht Frankfurt,10000000.0,7,0,8,3,2169,23
Armand Laurienté,France,Attack,right,171.0,IT1,US Sassuolo,10000000.0,5,0,5,6,3078,26
Antoine Semenyo,Ghana,Attack,right,185.0,GB1,AFC Bournemouth,10000000.0,7,0,8,2,2306,25
Wilson Odobert,France,Attack,right,182.0,GB1,Burnley FC,10000000.0,3,0,4,3,2285,20
Benjamín Rollheiser,Argentina,Attack,left,172.0,PO1,SL Benfica,10000000.0,1,0,1,0,152,24
Jonathan Ikoné,France,Attack,left,175.0,IT1,ACF Fiorentina,10000000.0,5,0,3,2,1814,26
Mohamed Daramy,Denmark,Attack,right,180.0,FR1,Stade Reims,10000000.0,0,0,4,5,1656,23
Mikkel Damsgaard,Denmark,Attack,right,180.0,GB1,Brentford FC,10000000.0,3,0,0,2,988,24
Roger,Portugal,Attack,left,166.0,PO1,SC Braga,10000000.0,1,0,3,7,926,19
Sébastien Haller,Cote d'Ivoire,Attack,right,191.0,L1,Borussia Dortmund,10000000.0,2,0,3,1,524,30
Dilane Bakwa,France,Attack,left,180.0,FR1,RC Strasbourg Alsace,10000000.0,4,1,3,6,2187,22
Gaëtan Laborde,France,Attack,left,181.0,FR1,OGC Nice,10000000.0,2,0,5,2,1913,30
Gianluca Prestianni,Argentina,Attack,right,166.0,PO1,SL Benfica,10000000.0,0,0,0,0,3,18
Gerard Moreno,Spain,Attack,left,180.0,ES1,Villarreal CF,10000000.0,1,0,11,8,2771,32
Francesco Camarda,Italy,Attack,both,184.0,IT1,AC Milan,10000000.0,0,0,0,0,12,16
George Ilenikhena,France,Attack,left,185.0,BE1,Royal Antwerp FC,10000000.0,2,0,9,1,1115,18
Hugo Cuypers,Belgium,Attack,right,185.0,BE1,KAA Gent,10000000.0,2,0,13,4,2037,27
Domenico Berardi,Italy,Attack,left,183.0,IT1,US Sassuolo,10000000.0,7,0,9,3,1481,30
Vladyslav Vanat,Ukraine,Attack,left,182.0,UKR1,Dynamo Kyiv,10000000.0,6,0,14,10,2481,23
Memphis Depay,Netherlands,Attack,right,178.0,ES1,Atlético de Madrid,10000000.0,2,0,9,2,1205,30
Sheraldo Becker,Suriname,Attack,right,180.0,L1,1.FC Union Berlin,10000000.0,1,0,6,4,2148,29
Romain Del Castillo,France,Attack,left,172.0,FR1,Stade Brestois 29,10000000.0,4,0,8,8,2521,28
Umar Sadiq,Nigeria,Attack,right,191.0,ES1,Real Sociedad,10000000.0,4,0,3,1,1365,27
Boulaye Dia,Senegal,Attack,right,180.0,IT1,US Salernitana 1919,10000000.0,1,0,4,0,1157,28
Anthony Martial,France,Attack,right,181.0,GB1,Manchester United,10000000.0,0,0,2,1,629,29
Giovanni Simeone,Argentina,Attack,right,180.0,IT1,SSC Napoli,10000000.0,6,0,3,1,1093,29
Mehdi Taremi,Iran,Attack,right,185.0,PO1,FC Porto,10000000.0,4,0,9,7,2194,32
Mergim Berisha,Germany,Attack,right,188.0,L1,TSG 1899 Hoffenheim,10000000.0,0,0,0,0,340,26
Facundo Pellistri,Uruguay,Attack,right,175.0,GB1,Manchester United,10000000.0,2,0,2,3,1588,23
İrfan Can Kahveci,Türkiye,Attack,left,180.0,TR1,Fenerbahce,10000000.0,5,0,16,11,2365,29
Ben Doak,Scotland,Attack,right,173.0,GB1,Liverpool FC,10000000.0,0,0,0,0,247,19
Geny Catamo,Mozambique,Attack,left,173.0,PO1,Sporting CP,10000000.0,2,0,5,3,2023,24
Mostafa Mohamed,Egypt,Attack,right,185.0,FR1,FC Nantes,10000000.0,3,1,8,2,2017,27
Pablo Sarabia,Spain,Attack,left,174.0,GB1,Wolverhampton Wanderers,10000000.0,7,0,4,10,2168,32
Silas,DR Congo,Attack,right,189.0,L1,VfB Stuttgart,10000000.0,0,0,7,6,994,26
Faris Moumbagna,Cameroon,Attack,left,185.0,FR1,Olympique Marseille,10000000.0,2,0,7,3,1370,24
Tetê,Brazil,Attack,left,175.0,TR1,Galatasaray,10000000.0,2,0,1,5,1423,24
Tijjani Noslin,Netherlands,Attack,right,178.0,NL1,Fortuna Sittard,10000000.0,4,1,9,6,2463,25
Mohamed-Ali Cho,France,Attack,left,182.0,FR1,OGC Nice,10000000.0,2,0,1,3,1324,21
Zakaria Aboukhlal,Morocco,Attack,both,179.0,FR1,FC Toulouse,10000000.0,2,0,3,0,798,24
Andreas Schjelderup,Norway,Attack,right,176.0,DK1,FC Nordsjaelland,10000000.0,0,0,3,6,1500,20
Akor Adams,Nigeria,Attack,right,190.0,FR1,Montpellier HSC,10000000.0,2,0,8,1,2264,25
Joseph Paintsil,Ghana,Attack,right,169.0,BE1,KRC Genk,9500000.0,9,1,7,4,2146,26
Hakim Ziyech,Morocco,Attack,left,180.0,TR1,Galatasaray,9000000.0,5,0,8,4,1329,31
Justin Njinmah,Germany,Attack,right,185.0,L1,SV Werder Bremen,9000000.0,1,0,6,2,1012,24
Hákon Arnar Haraldsson,Iceland,Attack,right,180.0,FR1,LOSC Lille,9000000.0,5,0,2,0,1388,21
Alexandre Lacazette,France,Attack,right,175.0,FR1,Olympique Lyon,9000000.0,3,1,19,3,2305,33
Adama Traoré,Spain,Attack,right,178.0,GB1,Fulham FC,9000000.0,2,0,2,3,425,29
Maxwel Cornet,Cote d'Ivoire,Attack,left,179.0,GB1,West Ham United,9000000.0,0,0,1,1,340,28
Lucas Ocampos,Argentina,Attack,both,187.0,ES1,Sevilla FC,9000000.0,13,0,5,4,3619,30
Jamie Leweling,Germany,Attack,both,185.0,L1,VfB Stuttgart,9000000.0,3,0,4,7,1647,23
Vincenzo Grifo,Italy,Attack,right,180.0,L1,SC Freiburg,9000000.0,3,0,12,10,3152,31
Deivid Washington,Brazil,Attack,right,187.0,GB1,Chelsea FC,9000000.0,0,0,0,0,25,19
Michel-Ange Balikwisha,Belgium,Attack,right,178.0,BE1,Royal Antwerp FC,9000000.0,2,0,8,7,2440,23
Rubén Vargas,Switzerland,Attack,right,179.0,L1,FC Augsburg,9000000.0,3,0,4,4,2067,26
Abde Ezzalzouli,Morocco,Attack,right,177.0,ES1,Real Betis Balompié,9000000.0,1,0,5,0,1481,23
Roony Bardghji,Sweden,Attack,left,173.0,DK1,FC Copenhagen,9000000.0,4,0,10,0,1621,19
Alejo Véliz,Argentina,Attack,right,186.0,ES1,Sevilla FC,9000000.0,1,0,1,0,76,21
Chermiti,Portugal,Attack,right,192.0,GB1,Everton FC,9000000.0,4,0,0,0,253,20
Jonathan Bamba,Cote d'Ivoire,Attack,right,175.0,ES1,Celta de Vigo,9000000.0,0,0,5,2,2038,28
Bertrand Traoré,Burkina Faso,Attack,left,181.0,ES1,Villarreal CF,9000000.0,4,0,1,1,600,29
Anass Zaroury,Morocco,Attack,right,176.0,GB1,Burnley FC,9000000.0,0,1,0,3,330,24
Marvin Ducksch,Germany,Attack,right,188.0,L1,SV Werder Bremen,9000000.0,9,0,13,10,2773,30
Keito Nakamura,Japan,Attack,right,180.0,FR1,Stade Reims,9000000.0,1,0,4,1,1388,24
Mahmoud Trezeguet,Egypt,Attack,right,180.0,TR1,Trabzonspor,8500000.0,2,0,10,6,1596,30
Osame Sahraoui,Norway,Attack,right,170.0,NL1,SC Heerenveen,8500000.0,0,0,8,8,2563,23
Julien Duranville,Belgium,Attack,right,173.0,L1,Borussia Dortmund,8500000.0,0,0,0,0,10,18
Michy Batshuayi,Belgium,Attack,right,185.0,TR1,Fenerbahce,8500000.0,4,0,14,2,1011,31
Nicolas Pépé,Cote d'Ivoire,Attack,left,183.0,TR1,Trabzonspor,8500000.0,0,0,5,3,1123,29
Fran Navarro,Spain,Attack,right,179.0,GR1,Olympiacos Piraeus,8000000.0,2,0,4,1,994,26
Robin Hack,Germany,Attack,right,178.0,L1,Borussia Mönchengladbach,8000000.0,2,0,13,3,1560,26
Danny Ings,England,Attack,right,177.0,GB1,West Ham United,8000000.0,1,0,1,0,766,32
Sardar Azmoun,Iran,Attack,both,186.0,IT1,AS Roma,8000000.0,4,1,3,4,801,30
Vincent Janssen,Netherlands,Attack,left,185.0,BE1,Royal Antwerp FC,8000000.0,7,0,12,5,2885,30
Rafael Borré,Colombia,Attack,right,174.0,L1,SV Werder Bremen,8000000.0,0,0,4,0,991,29
Thomas Müller,Germany,Attack,right,185.0,L1,Bayern Munich,8000000.0,0,0,7,12,2180,35
Felipe Anderson,Brazil,Attack,right,175.0,IT1,SS Lazio,8000000.0,3,0,5,7,3723,31
Michael Gregoritsch,Austria,Attack,left,193.0,L1,SC Freiburg,8000000.0,2,0,12,6,2171,30
Wissam Ben Yedder,France,Attack,both,170.0,FR1,AS Monaco,8000000.0,2,0,16,2,2322,34
Andrija Zivkovic,Serbia,Attack,left,169.0,GR1,PAOK Thessaloniki,8000000.0,5,0,13,8,2031,28
Myrto Uzuni,Albania,Attack,right,178.0,ES1,Granada CF,8000000.0,3,0,11,1,2461,29
Jacob Bruun Larsen,Denmark,Attack,right,183.0,GB1,Burnley FC,8000000.0,1,0,7,0,1502,26
Duván Zapata,Colombia,Attack,right,188.0,IT1,Torino FC,8000000.0,2,0,13,4,3083,33
Arnaud Nordin,France,Attack,left,170.0,FR1,Montpellier HSC,8000000.0,1,1,6,4,1251,26
David Brooks,Wales,Attack,left,173.0,GB1,AFC Bournemouth,8000000.0,2,0,3,3,549,27
Carlos Forbs,Portugal,Attack,left,169.0,NL1,Ajax Amsterdam,8000000.0,0,0,3,5,1330,20
Jesper Karlsson,Sweden,Attack,right,179.0,NL1,AZ Alkmaar,8000000.0,0,0,0,0,485,26
Evann Guessand,Cote d'Ivoire,Attack,right,188.0,FR1,OGC Nice,8000000.0,1,0,6,2,1540,23
Ayase Ueda,Japan,Attack,right,182.0,NL1,Feyenoord Rotterdam,8000000.0,0,0,5,2,1204,26
Rafa Mujica,Spain,Attack,right,183.0,PO1,FC Arouca,8000000.0,4,1,22,4,2894,26
Isi Palazón,Spain,Attack,left,169.0,ES1,Rayo Vallecano,8000000.0,7,0,5,1,2944,30
Sergey Pinyaev,Russia,Attack,both,167.0,RU1,Lokomotiv Moscow,8000000.0,4,0,3,5,2196,20
Ben Brereton Díaz,Chile,Attack,right,185.0,ES1,Villarreal CF,8000000.0,5,0,6,1,1760,25
Junya Ito,Japan,Attack,right,176.0,FR1,Stade Reims,8000000.0,2,0,3,7,2723,31
Mousa Tamari,Jordan,Attack,left,178.0,FR1,Montpellier HSC,8000000.0,0,0,5,4,1940,27
Pedrinho,Brazil,Attack,left,172.0,UKR1,Shakhtar Donetsk,8000000.0,5,0,3,2,2830,26
Benjamín Garré,Argentina,Attack,left,172.0,RU1,Krylya Sovetov Samara,8000000.0,3,0,9,3,1671,24
Tomas Cvancara,Czech Republic,Attack,right,190.0,L1,Borussia Mönchengladbach,8000000.0,5,0,6,3,1049,24
Petar Musa,Croatia,Attack,right,190.0,PO1,SL Benfica,8000000.0,2,1,6,2,864,26
Chiedozie Ogbene,Ireland,Attack,right,181.0,GB1,Luton Town,8000000.0,1,0,5,1,2419,27
Fran Pérez,Spain,Attack,right,176.0,ES1,Valencia CF,8000000.0,4,0,1,4,2243,22
Loum Tchaouna,France,Attack,left,180.0,IT1,US Salernitana 1919,8000000.0,4,0,6,4,2233,21
Luis Henrique,Brazil,Attack,right,181.0,FR1,Olympique Marseille,8000000.0,0,0,1,0,1141,23
Aleksandr Sobolev,Russia,Attack,right,195.0,RU1,Spartak Moscow,7500000.0,9,0,10,9,2415,27
Abdallah Sima,Senegal,Attack,right,188.0,SC1,Rangers FC,7500000.0,4,0,15,2,2343,23
Christian Kouamé,Cote d'Ivoire,Attack,right,185.0,IT1,ACF Fiorentina,7500000.0,1,0,2,1,1342,27
Ferran Jutglà,Spain,Attack,right,175.0,BE1,Club Brugge KV,7500000.0,1,0,7,1,1230,25
Manfred Ugalde,Costa Rica,Attack,right,172.0,RU1,Spartak Moscow,7500000.0,8,0,10,7,2962,22
Milot Rashica,Kosovo,Attack,right,178.0,TR1,Besiktas JK,7500000.0,2,0,5,6,2138,28
Jean-Mattéo Bahoya,France,Attack,right,180.0,L1,Eintracht Frankfurt,7500000.0,0,0,0,0,171,19
Marc Guiu,Spain,Attack,right,187.0,ES1,FC Barcelona,7500000.0,2,0,2,0,182,19
Franculino,Guinea-Bissau,Attack,left,182.0,DK1,FC Midtjylland,7500000.0,1,0,12,5,977,20
Zito Luvumbo,Angola,Attack,left,171.0,IT1,Cagliari Calcio,7500000.0,5,0,4,7,2099,22
Alassane Plea,France,Attack,right,181.0,L1,Borussia Mönchengladbach,7000000.0,1,0,7,7,2150,31
Mika Biereth,Denmark,Attack,right,187.0,SC1,Motherwell FC,7000000.0,2,0,6,5,1023,21
Jeremy Sarmiento,Ecuador,Attack,right,178.0,GB1,Brighton & Hove Albion,7000000.0,0,0,1,0,118,22
Daizen Maeda,Japan,Attack,right,173.0,SC1,Celtic FC,7000000.0,4,1,9,3,2432,27
M'Bala Nzola,Angola,Attack,left,185.0,IT1,ACF Fiorentina,7000000.0,3,0,4,3,1899,28
Chris Wood,New Zealand,Attack,right,191.0,GB1,Nottingham Forest,7000000.0,1,0,15,1,2195,33
Luka Jović,Serbia,Attack,right,182.0,IT1,ACF Fiorentina,7000000.0,4,1,9,1,1242,27
Danylo Sikan,Ukraine,Attack,right,187.0,UKR1,Shakhtar Donetsk,7000000.0,5,0,16,5,2868,23
Daan Rots,Netherlands,Attack,left,179.0,NL1,Twente Enschede FC,7000000.0,5,0,9,10,3114,23
Luca Koleosho,Italy,Attack,right,175.0,GB1,Burnley FC,7000000.0,0,0,1,1,986,20
Oleksandr Zubkov,Ukraine,Attack,left,182.0,UKR1,Shakhtar Donetsk,7000000.0,2,1,6,12,2826,28
Marquinhos,Brazil,Attack,left,175.0,FR1,FC Nantes,7000000.0,3,0,0,3,2680,21
Matías Arezo,Uruguay,Attack,right,177.0,ES1,Granada CF,7000000.0,1,0,0,0,359,22
Martín Satriano,Uruguay,Attack,right,187.0,FR1,Stade Brestois 29,7000000.0,4,0,4,4,1869,23
Bruma,Portugal,Attack,right,173.0,PO1,SC Braga,7000000.0,4,0,11,7,2581,30
Paulinho,Portugal,Attack,left,188.0,PO1,Sporting CP,7000000.0,9,0,19,10,4148,32
Antonio Sanabria,Paraguay,Attack,right,180.0,IT1,Torino FC,7000000.0,2,0,5,0,2300,28
Liel Abada,Israel,Attack,right,168.0,SC1,Celtic FC,7000000.0,0,0,1,2,503,23
Nicolò Cambiaghi,Italy,Attack,right,173.0,IT1,FC Empoli,7000000.0,3,0,1,5,2563,24
Pedro,Brazil,Attack,right,170.0,RU1,Zenit St. Petersburg,7000000.0,9,0,6,1,1946,18
Kiril Despodov,Bulgaria,Attack,right,180.0,GR1,PAOK Thessaloniki,7000000.0,2,0,12,10,2117,28
Lucas Boyé,Argentina,Attack,right,183.0,ES1,Granada CF,7000000.0,8,1,6,3,2556,28
Darío Osorio,Chile,Attack,left,184.0,DK1,FC Midtjylland,7000000.0,0,0,5,0,659,21
Ayoze Pérez,Spain,Attack,right,178.0,ES1,Real Betis Balompié,7000000.0,5,0,11,2,2680,31
Vaclav Cerny,Czech Republic,Attack,left,182.0,L1,VfL Wolfsburg,7000000.0,2,0,5,1,1056,27
Tarik Tissoudali,Morocco,Attack,right,182.0,BE1,KAA Gent,6500000.0,2,0,12,7,1781,31
Marcus Ingvartsen,Denmark,Attack,left,187.0,DK1,FC Nordsjaelland,6500000.0,2,0,11,3,1967,29
Chidera Ejuke,Nigeria,Attack,right,176.0,BE1,Royal Antwerp FC,6000000.0,3,0,3,4,1484,27
Arkadiusz Milik,Poland,Attack,left,186.0,IT1,Juventus FC,6000000.0,2,1,8,1,1056,30
Tim Kleindienst,Germany,Attack,both,194.0,L1,1.FC Heidenheim 1846,6000000.0,6,0,14,5,2984,29
Matthis Abline,France,Attack,right,182.0,FR1,FC Nantes,6000000.0,1,0,5,1,1044,21
Yuito Suzuki,Japan,Attack,right,175.0,DK1,Bröndby IF,6000000.0,1,0,7,3,947,23
Riccardo Sottil,Italy,Attack,right,180.0,IT1,ACF Fiorentina,6000000.0,2,0,3,4,1298,25
Steven Berghuis,Netherlands,Attack,left,182.0,NL1,Ajax Amsterdam,6000000.0,3,1,6,10,1933,33
André Silva,Portugal,Attack,right,185.0,ES1,Real Sociedad,6000000.0,6,0,15,2,3051,29
Lorenzo Colombo,Italy,Attack,left,183.0,IT1,AC Monza,6000000.0,3,0,4,1,1366,22
Jaidon Anthony,England,Attack,right,183.0,GB1,AFC Bournemouth,6000000.0,2,0,1,3,591,25
Juanmi,Spain,Attack,right,172.0,ES1,Cádiz CF,6000000.0,3,0,3,1,883,31
Steve Mounié,Benin,Attack,right,190.0,FR1,Stade Brestois 29,6000000.0,2,1,6,2,1772,30
Yussuf Poulsen,Denmark,Attack,right,192.0,L1,RB Leipzig,6000000.0,4,0,5,3,1696,30
Lameck Banda,Zambia,Attack,right,169.0,IT1,US Lecce,6000000.0,5,1,2,5,1461,24
Quincy Promes,Netherlands,Attack,right,174.0,RU1,Spartak Moscow,6000000.0,1,0,8,8,1607,33
Nikola Krstovic,Montenegro,Attack,right,185.0,IT1,US Lecce,6000000.0,5,1,7,2,2569,24
Anastasios Douvikas,Greece,Attack,right,186.0,NL1,FC Utrecht,6000000.0,3,0,13,3,1514,25
Walid Cheddira,Morocco,Attack,right,187.0,IT1,Frosinone Calcio,6000000.0,0,0,8,1,2322,27
Danilo,Brazil,Attack,right,174.0,SC1,Rangers FC,6000000.0,12,0,9,8,6093,25
Mohamed Elyounoussi,Norway,Attack,right,178.0,DK1,FC Copenhagen,6000000.0,2,0,10,6,2474,30
Wout Weghorst,Netherlands,Attack,right,197.0,L1,TSG 1899 Hoffenheim,6000000.0,5,0,7,4,2166,32
Gabriel Strefezza,Brazil,Attack,right,168.0,IT1,US Lecce,6000000.0,5,0,2,0,1280,27
Jakub Kaminski,Poland,Attack,right,179.0,L1,VfL Wolfsburg,6000000.0,0,0,0,2,606,22
Adam Buksa,Poland,Attack,left,191.0,TR1,Antalyaspor,6000000.0,8,0,16,2,2927,28
Tiago Tomás,Portugal,Attack,right,180.0,L1,VfL Wolfsburg,6000000.0,3,0,3,4,1261,22
Joaquín Correa,Argentina,Attack,right,188.0,FR1,Olympique Marseille,6000000.0,2,0,0,0,682,30
Oumar Diakité,Cote d'Ivoire,Attack,right,182.0,FR1,Stade Reims,6000000.0,4,0,5,1,1587,21
Gustaf Nilsson,Sweden,Attack,right,196.0,BE1,Union Saint-Gilloise,6000000.0,9,0,12,6,1736,27
Alan Minda,Ecuador,Attack,right,171.0,BE1,Cercle Brugge,6000000.0,2,0,7,6,1513,21
Tahith Chong,Netherlands,Attack,left,185.0,GB1,Luton Town,6000000.0,5,0,5,0,2306,25
Krzysztof Piatek,Poland,Attack,right,183.0,TR1,Basaksehir FK,6000000.0,4,0,17,1,2707,29
Cristo,Spain,Attack,right,178.0,PO1,FC Arouca,6000000.0,3,0,17,10,3189,27
Yusuf Sarı,Türkiye,Attack,left,168.0,TR1,Adana Demirspor,5500000.0,1,0,5,10,2352,26
Tolu Arokodare,Nigeria,Attack,right,197.0,BE1,KRC Genk,5500000.0,2,0,11,3,1641,24
Jeffinho,Brazil,Attack,right,176.0,FR1,Olympique Lyon,5000000.0,0,0,1,2,304,25
Borja Iglesias,Spain,Attack,right,187.0,L1,Bayer 04 Leverkusen,5000000.0,2,0,2,2,1288,32
Stephan El Shaarawy,Italy,Attack,right,178.0,IT1,AS Roma,5000000.0,2,0,3,9,2795,32
Dany Mota,Portugal,Attack,right,180.0,IT1,AC Monza,5000000.0,3,0,4,5,2148,26
Tobias Lauritsen,Norway,Attack,right,196.0,NL1,Sparta Rotterdam,5000000.0,4,1,14,10,3443,27
Thorgan Hazard,Belgium,Attack,right,175.0,BE1,RSC Anderlecht,5000000.0,4,0,4,6,1387,31
Nathan Ngoumou,France,Attack,right,185.0,L1,Borussia Mönchengladbach,5000000.0,1,0,6,4,1611,24
Benson Manuel,Angola,Attack,left,166.0,GB1,Burnley FC,5000000.0,0,0,0,0,137,27
Víctor Dávila,Chile,Attack,left,174.0,RU1,CSKA Moscow,5000000.0,3,0,6,6,1307,27
Danny Welbeck,England,Attack,right,185.0,GB1,Brighton & Hove Albion,5000000.0,5,0,7,1,2092,34
Orri Óskarsson,Iceland,Attack,right,186.0,DK1,FC Copenhagen,5000000.0,1,0,8,7,1411,20
Lassina Traoré,Burkina Faso,Attack,right,183.0,UKR1,Shakhtar Donetsk,5000000.0,3,0,6,7,782,24
Ivan Sergeev,Russia,Attack,right,184.0,RU1,Zenit St. Petersburg,5000000.0,3,0,11,5,1969,29
Yunus Akgün,Türkiye,Attack,left,173.0,TR1,Galatasaray,5000000.0,0,0,1,2,651,24
Théo Bongonda,DR Congo,Attack,left,175.0,RU1,Spartak Moscow,5000000.0,0,0,8,2,1778,29
Noah Weißhaupt,Germany,Attack,right,181.0,L1,SC Freiburg,5000000.0,1,0,2,4,1152,23
Rafik Guitane,Algeria,Attack,left,170.0,PO1,GD Estoril Praia,5000000.0,1,0,7,3,2961,25
Danny Namaso,England,Attack,right,182.0,PO1,FC Porto,5000000.0,2,0,1,3,389,24
Michal Skoras,Poland,Attack,right,172.0,BE1,Club Brugge KV,5000000.0,2,0,1,2,590,24
Ayoub El Kaabi,Morocco,Attack,left,182.0,GR1,Olympiacos Piraeus,5000000.0,2,0,20,0,1941,31
Shamar Nicholson,Jamaica,Attack,right,192.0,FR1,Clermont Foot 63,5000000.0,2,0,4,3,1487,27
Nelson Weiper,Germany,Attack,right,192.0,L1,1.FSV Mainz 05,5000000.0,0,0,0,0,122,19
Emil Forsberg,Sweden,Attack,right,177.0,L1,RB Leipzig,5000000.0,1,0,4,1,958,33
Andrej Kramaric,Croatia,Attack,right,177.0,L1,TSG 1899 Hoffenheim,5000000.0,4,0,17,6,2297,33
Casper Tengstedt,Denmark,Attack,right,184.0,PO1,SL Benfica,5000000.0,4,0,4,6,1116,24
Aboubakary Koita,Mauritania,Attack,right,175.0,BE1,Sint-Truidense VV,5000000.0,5,0,14,2,2286,26
Karol Świderski,Poland,Attack,left,184.0,IT1,Hellas Verona,5000000.0,0,0,2,0,496,28
Francis Amuzu,Belgium,Attack,right,169.0,BE1,RSC Anderlecht,5000000.0,0,0,3,0,566,25
Bobby De Cordova-Reid,Jamaica,Attack,right,170.0,GB1,Fulham FC,5000000.0,4,0,7,4,1932,31
Divock Origi,Belgium,Attack,right,189.0,GB1,Nottingham Forest,5000000.0,1,0,1,1,754,29
Luka Romero,Argentina,Attack,left,169.0,IT1,AC Milan,5000000.0,3,0,3,0,590,20
Eldor Shomurodov,Uzbekistan,Attack,right,190.0,IT1,Cagliari Calcio,5000000.0,1,0,3,3,1044,29
Yorbe Vertessen,Belgium,Attack,right,174.0,NL1,PSV Eindhoven,5000000.0,2,0,8,5,1364,24
Ante Budimir,Croatia,Attack,left,190.0,ES1,CA Osasuna,5000000.0,5,0,18,2,2761,33
Mohamed Bayo,Guinea,Attack,right,188.0,FR1,Le Havre AC,5000000.0,4,0,5,1,1395,26
Largie Ramazani,Belgium,Attack,right,168.0,ES1,UD Almería,5000000.0,12,0,4,5,1667,23
