name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Maksim Osipenko,Russia,Defender,right,190.0,RU1,FK Rostov,5000000.0,3,0,7,1,2253,30
Erhan Masovic,Serbia,Defender,both,189.0,L1,VfL Bochum,5000000.0,8,0,0,0,2338,26
Gastón Ávila,Argentina,Defender,left,182.0,BE1,Royal Antwerp FC,5000000.0,2,1,0,1,739,23
Denis Vavro,Slovakia,Defender,right,189.0,DK1,FC Copenhagen,5000000.0,6,0,3,1,2982,28
Jan Thielmann,Germany,Defender,right,178.0,L1,1.FC Köln,5000000.0,4,1,2,0,1612,22
Bashir Humphreys,England,Defender,left,186.0,GB1,Chelsea FC,4800000.0,0,0,0,0,212,21
Jonathan Gradit,France,Defender,right,180.0,FR1,RC Lens,4500000.0,11,1,1,0,2821,32
Alexandre Penetra,Portugal,Defender,right,186.0,NL1,AZ Alkmaar,4500000.0,0,0,0,2,2015,23
Ryan Giles,England,Defender,left,183.0,GB1,Luton Town,4500000.0,0,0,0,0,696,25
Thomas Kristensen,Denmark,Defender,right,198.0,DK1,Aarhus GF,4500000.0,7,0,0,1,2805,23
Filippo Terracciano,Italy,Defender,right,186.0,IT1,Hellas Verona,4500000.0,2,0,0,1,1500,21
Sergey Volkov,Russia,Defender,right,182.0,RU1,FK Krasnodar,4500000.0,3,0,0,3,2071,22
Yasin Özcan,Türkiye,Defender,left,185.0,TR1,Kasimpasa,4500000.0,4,0,2,1,2965,18
Kyriani Sabbe,Belgium,Defender,right,176.0,BE1,Club Brugge KV,4500000.0,1,0,0,2,701,20
Milos Veljkovic,Serbia,Defender,right,188.0,L1,SV Werder Bremen,4500000.0,2,0,2,2,2011,29
Jesper Daland,Norway,Defender,right,191.0,BE1,Cercle Brugge,4500000.0,3,0,0,1,2530,25
Jelle Bataille,Belgium,Defender,right,180.0,BE1,Royal Antwerp FC,4500000.0,4,1,1,3,2735,25
Moisés,Brazil,Defender,left,184.0,RU1,CSKA Moscow,4500000.0,9,1,1,0,2868,29
Aleksandr Silyanov,Russia,Defender,right,185.0,RU1,Lokomotiv Moscow,4500000.0,3,0,2,1,2073,23
David Møller Wolfe,Norway,Defender,left,185.0,NL1,AZ Alkmaar,4500000.0,6,0,1,2,2803,22
Antonino Gallo,Italy,Defender,left,183.0,IT1,US Lecce,4500000.0,2,0,0,3,2606,25
Zakaria El Ouahdi,Morocco,Defender,right,175.0,BE1,RWD Molenbeek,4500000.0,4,0,0,2,1495,23
Gerzino Nyamsi,France,Defender,right,194.0,FR1,RC Strasbourg Alsace,4500000.0,4,0,0,0,1903,28
Hassane Kamara,Cote d'Ivoire,Defender,left,170.0,IT1,Udinese Calcio,4500000.0,4,0,1,1,2328,30
Formose Mendy,Senegal,Defender,right,191.0,FR1,FC Lorient,4500000.0,6,0,0,0,1254,24
Marash Kumbulla,Albania,Defender,right,191.0,IT1,US Sassuolo,4500000.0,1,0,0,0,358,24
Ki-Jana Hoever,Netherlands,Defender,right,183.0,GB1,Wolverhampton Wanderers,4500000.0,1,0,0,0,360,23
Youcef Atal,Algeria,Defender,both,176.0,TR1,Adana Demirspor,4300000.0,6,0,2,2,1180,28
Emirhan Topçu,Türkiye,Defender,left,188.0,TR1,Caykur Rizespor,4300000.0,13,0,1,4,2793,24
Arthur Masuaku,DR Congo,Defender,left,179.0,TR1,Besiktas JK,4200000.0,5,1,0,2,1698,31
Juan Bernat,Spain,Defender,left,170.0,PO1,SL Benfica,4000000.0,1,0,0,0,203,31
Attila Szalai,Hungary,Defender,left,192.0,L1,TSG 1899 Hoffenheim,4000000.0,1,0,0,0,435,27
Lucas Vázquez,Spain,Defender,right,173.0,ES1,Real Madrid,4000000.0,2,0,3,8,1784,33
Cenk Özkacar,Türkiye,Defender,left,190.0,ES1,Valencia CF,4000000.0,3,0,0,1,1805,24
Tim Oermann,Germany,Defender,right,189.0,L1,VfL Bochum,4000000.0,2,0,0,0,708,21
Joseph Aidoo,Ghana,Defender,right,181.0,ES1,Celta de Vigo,4000000.0,0,0,0,1,406,29
Costinha,Portugal,Defender,right,181.0,PO1,Rio Ave FC,4000000.0,5,0,5,6,3231,24
Adryelson,Brazil,Defender,right,182.0,FR1,Olympique Lyon,4000000.0,0,0,0,0,5,26
Alejandro Catena,Spain,Defender,right,194.0,ES1,CA Osasuna,4000000.0,10,2,1,3,2862,30
Pedro Malheiro,Portugal,Defender,right,179.0,PO1,Boavista FC,4000000.0,10,0,2,2,2064,24
Deiver Machado,Colombia,Defender,left,180.0,FR1,RC Lens,4000000.0,5,0,4,0,1498,31
Thibault De Smet,Belgium,Defender,left,183.0,FR1,Stade Reims,4000000.0,7,1,0,1,1835,26
Josh Wilson-Esbrand,England,Defender,left,176.0,FR1,Stade Reims,4000000.0,1,0,1,1,460,22
Oleg Reabciuk,Moldova,Defender,left,177.0,RU1,Spartak Moscow,4000000.0,3,1,0,1,1242,27
Christiaan Ravych,Belgium,Defender,right,193.0,BE1,Cercle Brugge,4000000.0,2,0,0,2,1068,22
Alan Matturro,Uruguay,Defender,left,189.0,IT1,Genoa CFC,4000000.0,1,0,0,0,284,20
Andreas Ndoj,Greece,Defender,right,190.0,GR1,Olympiacos Piraeus,4000000.0,3,1,1,0,1749,21
Daniele Rugani,Italy,Defender,right,190.0,IT1,Juventus FC,4000000.0,2,0,3,0,1279,30
Sinaly Diomandé,Cote d'Ivoire,Defender,right,184.0,FR1,Olympique Lyon,4000000.0,2,0,0,0,890,23
Clinton Mata,Angola,Defender,right,180.0,FR1,Olympique Lyon,4000000.0,6,0,0,3,2222,32
Iago,Brazil,Defender,left,181.0,L1,FC Augsburg,4000000.0,4,0,1,1,1623,27
Andrea Carboni,Italy,Defender,left,187.0,IT1,AC Monza,4000000.0,1,0,1,0,1503,23
Ricardo Mangas,Portugal,Defender,left,181.0,PO1,Vitória Guimarães SC,4000000.0,2,0,1,5,1907,26
Srdjan Babic,Serbia,Defender,left,194.0,RU1,Spartak Moscow,4000000.0,6,0,3,0,1988,28
Eray Cömert,Switzerland,Defender,right,183.0,FR1,FC Nantes,4000000.0,5,0,2,0,1998,26
Dimitri Lavalée,Belgium,Defender,left,187.0,BE1,KV Mechelen,4000000.0,0,0,0,0,577,28
Faitout Maouassa,France,Defender,left,170.0,FR1,RC Lens,4000000.0,0,0,0,1,318,26
Bart Nieuwkoop,Netherlands,Defender,right,181.0,BE1,Union Saint-Gilloise,4000000.0,4,1,2,3,1543,28
Sverrir Ingi Ingason,Iceland,Defender,right,188.0,DK1,FC Midtjylland,4000000.0,5,0,1,1,1806,31
Marcos Acuña,Argentina,Defender,left,172.0,ES1,Sevilla FC,4000000.0,7,0,1,4,1590,33
Marcão,Brazil,Defender,left,185.0,ES1,Sevilla FC,4000000.0,5,0,7,1,1214,28
Matteo Darmian,Italy,Defender,right,183.0,IT1,Inter Milan,4000000.0,3,0,2,2,3116,35
Marc Pubill,Spain,Defender,right,191.0,ES1,UD Almería,4000000.0,2,0,1,3,1890,21
Mihajlo Ilić,Serbia,Defender,right,192.0,IT1,Bologna FC 1909,4000000.0,0,0,0,0,390,21
Calum Chambers,England,Defender,right,182.0,GB1,Aston Villa,4000000.0,1,0,0,1,240,30
Gabriel Pereira,Brazil,Defender,right,188.0,PO1,Gil Vicente FC,4000000.0,8,1,4,0,2869,24
David Zima,Czech Republic,Defender,right,192.0,IT1,Torino FC,4000000.0,0,0,1,0,387,24
Álex Jiménez,Spain,Defender,right,177.0,IT1,AC Milan,4000000.0,1,0,0,0,207,19
Georgios Vagiannidis,Greece,Defender,right,182.0,GR1,Panathinaikos FC,4000000.0,5,0,1,1,2146,23
Martim Fernandes,Portugal,Defender,right,181.0,PO1,FC Porto,4000000.0,1,0,0,1,259,19
Dujon Sterling,England,Defender,right,186.0,SC1,Rangers FC,4000000.0,5,1,1,1,1369,25
Matteo Lovato,Italy,Defender,right,188.0,IT1,US Salernitana 1919,4000000.0,4,0,0,0,1643,24
Emin Bayram,Türkiye,Defender,right,192.0,TR1,Galatasaray,4000000.0,7,0,1,2,2054,21
Hannes Delcroix,Belgium,Defender,left,183.0,BE1,RSC Anderlecht,4000000.0,2,0,0,0,862,25
Kevin Diks,Netherlands,Defender,right,186.0,DK1,FC Copenhagen,4000000.0,7,0,1,2,3265,28
Oleksandr Tymchyk,Ukraine,Defender,right,180.0,UKR1,Dynamo Kyiv,4000000.0,4,1,2,0,2126,28
Valentin Rosier,France,Defender,right,175.0,TR1,Besiktas JK,4000000.0,6,0,0,2,1497,28
Felix Agu,Germany,Defender,right,180.0,L1,SV Werder Bremen,4000000.0,2,0,0,3,1624,25
Christopher Operi,Cote d'Ivoire,Defender,left,183.0,FR1,Le Havre AC,4000000.0,6,0,3,5,2447,27
Aleksandr Soldatenkov,Russia,Defender,right,189.0,RU1,Krylya Sovetov Samara,4000000.0,2,1,0,1,2679,28
Leonardo Spinazzola,Italy,Defender,right,186.0,IT1,AS Roma,4000000.0,3,0,1,4,2067,31
Falaye Sacko,Mali,Defender,right,180.0,FR1,Montpellier HSC,4000000.0,0,0,0,1,1380,29
Héctor Bellerín,Spain,Defender,right,178.0,ES1,Real Betis Balompié,4000000.0,0,1,0,1,1967,29
Harold Moukoudi,Cameroon,Defender,right,191.0,GR1,AEK Athens,4000000.0,3,0,1,0,1359,27
Riechedly Bazoer,Netherlands,Defender,right,184.0,NL1,AZ Alkmaar,4000000.0,5,0,0,1,2996,28
Ludwig Augustinsson,Sweden,Defender,left,181.0,BE1,RSC Anderlecht,4000000.0,2,0,0,3,1632,30
Ulisses Garcia,Switzerland,Defender,left,182.0,FR1,Olympique Marseille,4000000.0,1,0,0,0,1410,29
Frédéric Guilbert,France,Defender,right,178.0,FR1,RC Strasbourg Alsace,4000000.0,3,0,2,0,2493,30
John Egan,Ireland,Defender,right,185.0,GB1,Sheffield United,4000000.0,2,0,0,0,574,32
Kevin Mbabu,Switzerland,Defender,right,184.0,L1,FC Augsburg,4000000.0,5,0,0,2,2049,29
Eren Elmalı,Türkiye,Defender,left,181.0,TR1,Trabzonspor,4000000.0,9,0,0,1,3097,24
Amos Pieper,Germany,Defender,right,192.0,L1,SV Werder Bremen,4000000.0,0,1,0,0,602,27
Patric,Spain,Defender,right,184.0,IT1,SS Lazio,4000000.0,6,0,2,0,2224,31
Jayden Bogle,England,Defender,right,178.0,GB1,Sheffield United,3800000.0,9,0,3,1,2946,24
Luke McNally,Ireland,Defender,right,193.0,GB1,Burnley FC,3800000.0,1,0,0,0,167,25
Andreaw Gravillon,Guadeloupe,Defender,right,189.0,TR1,Adana Demirspor,3700000.0,7,1,2,1,3154,26
Serge Aurier,Cote d'Ivoire,Defender,right,176.0,TR1,Galatasaray,3700000.0,3,0,0,2,995,32
Igor Vujacic,Montenegro,Defender,right,189.0,RU1,Rubin Kazan,3500000.0,5,0,0,1,2705,30
Jordy Makengo,France,Defender,left,191.0,L1,SC Freiburg,3500000.0,1,0,0,1,1343,23
Léo Dubois,France,Defender,right,178.0,TR1,Basaksehir FK,3500000.0,3,0,1,7,2342,30
Samuele Birindelli,Italy,Defender,right,176.0,IT1,AC Monza,3500000.0,7,0,0,2,2016,25
Edimilson Fernandes,Switzerland,Defender,right,187.0,L1,1.FSV Mainz 05,3500000.0,4,0,0,2,1444,28
Jean-Charles Castelletto,Cameroon,Defender,both,186.0,FR1,FC Nantes,3500000.0,5,0,2,0,2466,30
Nicolás Marichal,Uruguay,Defender,right,185.0,RU1,Dynamo Moscow,3500000.0,6,0,0,0,2101,23
Nathan Ngoy,Belgium,Defender,right,183.0,BE1,Standard Liège,3500000.0,6,1,1,0,1182,21
Adam Obert,Slovakia,Defender,left,188.0,IT1,Cagliari Calcio,3500000.0,1,0,0,1,1224,22
Filipe Relvas,Portugal,Defender,left,192.0,PO1,Portimonense SC,3500000.0,4,1,2,3,2980,25
Armando Obispo,Netherlands,Defender,left,185.0,NL1,PSV Eindhoven,3500000.0,2,0,0,0,253,25
Omar Colley,The Gambia,Defender,left,191.0,TR1,Besiktas JK,3500000.0,5,1,8,0,2385,32
Sebastiano Luperto,Italy,Defender,left,191.0,IT1,FC Empoli,3500000.0,4,0,1,1,3497,28
Birger Meling,Norway,Defender,left,173.0,DK1,FC Copenhagen,3500000.0,3,0,0,1,1266,30
Gédéon Kalulu,DR Congo,Defender,right,179.0,FR1,FC Lorient,3500000.0,0,0,0,1,968,27
Lucas Fasson,Brazil,Defender,left,185.0,RU1,Lokomotiv Moscow,3500000.0,4,0,1,1,2378,23
Toni Lato,Spain,Defender,left,171.0,ES1,RCD Mallorca,3500000.0,3,0,0,1,1868,27
Dmitriy Skopintsev,Russia,Defender,left,177.0,RU1,Dynamo Moscow,3500000.0,2,0,1,2,2760,27
José Ángel Carmona,Spain,Defender,right,184.0,ES1,Getafe CF,3500000.0,9,0,1,1,1376,23
Sebastián Coates,Uruguay,Defender,right,196.0,PO1,Sporting CP,3500000.0,8,0,5,1,2870,34
Luca Pellegrini,Italy,Defender,left,178.0,IT1,SS Lazio,3500000.0,10,0,1,1,1080,25
Mario Mitaj,Albania,Defender,left,180.0,RU1,Lokomotiv Moscow,3500000.0,4,0,0,0,1339,21
Leonardo Lelo,Portugal,Defender,left,175.0,PO1,Casa Pia AC,3500000.0,2,0,1,2,3190,24
Roberto Fernández,Paraguay,Defender,left,188.0,RU1,Dynamo Moscow,3500000.0,11,0,5,5,5472,24
Alexis Duarte,Paraguay,Defender,right,185.0,RU1,Spartak Moscow,3500000.0,5,0,0,0,2653,24
Pablo Marí,Spain,Defender,left,193.0,IT1,AC Monza,3500000.0,8,0,0,0,2693,31
Jeremy Toljan,Germany,Defender,right,182.0,IT1,US Sassuolo,3500000.0,1,0,0,7,2250,30
Andy Pelmard,France,Defender,right,180.0,FR1,Clermont Foot 63,3500000.0,1,0,0,0,2988,24
Joshua Brenet,Curacao,Defender,right,181.0,NL1,Twente Enschede FC,3500000.0,1,0,2,4,1560,30
Gabriel Suazo,Chile,Defender,left,178.0,FR1,FC Toulouse,3500000.0,7,0,2,4,3030,27
Jean-Kévin Duverne,Haiti,Defender,right,186.0,FR1,FC Nantes,3500000.0,4,0,0,0,1350,27
Boris Popovic,Serbia,Defender,right,189.0,BE1,Cercle Brugge,3500000.0,4,1,0,3,1997,24
Marvin Friedrich,Germany,Defender,right,193.0,L1,Borussia Mönchengladbach,3500000.0,1,0,0,0,1746,29
Mujaid Sadick,Spain,Defender,right,185.0,BE1,KRC Genk,3500000.0,1,0,0,0,1651,24
Mário Rui,Portugal,Defender,left,168.0,IT1,SSC Napoli,3500000.0,7,0,0,2,1563,33
Jamal Lewis,Northern Ireland,Defender,left,178.0,GB1,Newcastle United,3500000.0,0,0,0,0,99,27
Daniil Denisov,Russia,Defender,right,185.0,RU1,Spartak Moscow,3500000.0,2,0,0,3,2113,22
Francesco Acerbi,Italy,Defender,left,192.0,IT1,Inter Milan,3500000.0,2,0,3,2,3107,36
Gernot Trauner,Austria,Defender,right,183.0,NL1,Feyenoord Rotterdam,3500000.0,1,0,1,2,1874,32
Federico Gattoni,Argentina,Defender,right,183.0,ES1,Sevilla FC,3500000.0,0,0,1,0,226,25
Juan Cabal,Colombia,Defender,left,186.0,IT1,Hellas Verona,3500000.0,6,0,0,0,1498,24
Axel Witsel,Belgium,Defender,right,186.0,ES1,Atlético de Madrid,3500000.0,6,0,2,0,4181,36
Fábio Cardoso,Portugal,Defender,right,187.0,PO1,FC Porto,3500000.0,8,1,1,2,1653,30
Georgiy Dzhikiya,Russia,Defender,left,188.0,RU1,Spartak Moscow,3500000.0,2,0,0,0,821,31
Ricardo Rodríguez,Switzerland,Defender,left,182.0,IT1,Torino FC,3500000.0,4,0,1,2,2993,32
Tom Holmes,England,Defender,right,189.0,GB1,Luton Town,3500000.0,0,0,0,0,90,24
Jorge Sánchez,Mexico,Defender,right,175.0,PO1,FC Porto,3500000.0,3,0,0,2,765,27
Vanja Drkusic,Slovenia,Defender,right,188.0,RU1,FC Sochi,3500000.0,3,0,2,0,1885,25
Cristiano Biraghi,Italy,Defender,left,185.0,IT1,ACF Fiorentina,3500000.0,9,0,2,6,2840,32
Marco Pellegrino,Argentina,Defender,left,184.0,IT1,US Salernitana 1919,3500000.0,1,0,0,0,611,22
Nemanja Gudelj,Serbia,Defender,right,187.0,ES1,Sevilla FC,3500000.0,8,0,3,1,2400,33
Ronaël Pierre-Gabriel,France,Defender,right,177.0,FR1,FC Nantes,3500000.0,3,0,0,0,594,26
Nathaniel Phillips,England,Defender,right,190.0,SC1,Celtic FC,3500000.0,2,0,0,0,405,27
Borna Barisic,Croatia,Defender,left,186.0,SC1,Rangers FC,3500000.0,5,0,1,5,2046,32
Maik Nawrocki,Poland,Defender,both,192.0,SC1,Celtic FC,3500000.0,2,0,0,0,608,23
Nicolas Cozza,France,Defender,left,178.0,FR1,FC Nantes,3500000.0,3,0,0,0,1194,26
Jackson Porozo,Ecuador,Defender,right,192.0,GR1,Olympiacos Piraeus,3300000.0,7,0,1,0,1673,24
Viktor Melekhin,Russia,Defender,right,189.0,RU1,FK Rostov,3200000.0,8,1,1,0,1879,21
Jackson Tchatchoua,Cameroon,Defender,right,180.0,IT1,Hellas Verona,3000000.0,2,0,0,2,1815,23
Robin Pröpper,Netherlands,Defender,right,190.0,NL1,Twente Enschede FC,3000000.0,9,0,3,0,3330,31
Nacho Fernández,Spain,Defender,right,180.0,ES1,Real Madrid,3000000.0,5,2,0,1,3126,35
John Souttar,Scotland,Defender,right,186.0,SC1,Rangers FC,3000000.0,6,0,1,2,3107,28
Modibo Sagnan,Mali,Defender,left,187.0,FR1,Montpellier HSC,3000000.0,6,0,3,0,2020,25
Mikkel Desler,Denmark,Defender,right,184.0,FR1,FC Toulouse,3000000.0,4,0,1,1,2102,29
Philippe Sandler,Netherlands,Defender,right,190.0,NL1,NEC Nijmegen,3000000.0,3,0,0,0,2258,27
Diego Laxalt,Uruguay,Defender,left,178.0,RU1,Dynamo Moscow,3000000.0,10,0,0,5,2511,31
Christoph Klarer,Austria,Defender,right,191.0,L1,SV Darmstadt 98,3000000.0,9,0,2,2,2431,24
Lucas Olaza,Uruguay,Defender,left,176.0,RU1,FK Krasnodar,3000000.0,5,0,1,2,1963,30
Tayyip Talha Sanuç,Türkiye,Defender,right,188.0,TR1,Besiktas JK,3000000.0,2,0,0,0,586,25
Oliver Villadsen,Denmark,Defender,right,173.0,DK1,FC Nordsjaelland,3000000.0,3,0,2,1,2233,23
Giovanni González,Uruguay,Defender,right,173.0,ES1,RCD Mallorca,3000000.0,8,0,3,2,3172,30
Nuraly Alip,Kazakhstan,Defender,left,188.0,RU1,Zenit St. Petersburg,3000000.0,5,0,1,0,2592,25
Marius Wolf,Germany,Defender,right,188.0,L1,Borussia Dortmund,3000000.0,3,0,0,2,1570,29
Charlie Taylor,England,Defender,left,183.0,GB1,Burnley FC,3000000.0,8,0,1,1,2489,31
Andrei Rațiu,Romania,Defender,right,183.0,ES1,Rayo Vallecano,3000000.0,1,0,1,0,1018,26
Bryan Reynolds,United States,Defender,right,185.0,BE1,KVC Westerlo,3000000.0,2,0,0,4,2358,23
Mateusz Wieteska,Poland,Defender,right,187.0,IT1,Cagliari Calcio,3000000.0,6,0,1,2,1344,27
Robson Bambu,Brazil,Defender,right,185.0,PO1,FC Arouca,3000000.0,1,0,0,0,883,27
Lucas Perrin,France,Defender,right,188.0,FR1,RC Strasbourg Alsace,3000000.0,3,0,0,1,2723,26
Ben Davies,England,Defender,left,185.0,SC1,Rangers FC,3000000.0,3,0,1,0,2256,29
Martin Erlić,Croatia,Defender,right,193.0,IT1,US Sassuolo,3000000.0,6,0,1,0,2745,27
Kevin Akpoguma,Nigeria,Defender,right,192.0,L1,TSG 1899 Hoffenheim,3000000.0,7,0,0,0,1159,29
César Montes,Mexico,Defender,right,195.0,ES1,UD Almería,3000000.0,7,0,0,0,1798,27
Jesús Vázquez,Spain,Defender,left,182.0,ES1,Valencia CF,3000000.0,1,0,1,0,918,22
Eric Bailly,Cote d'Ivoire,Defender,right,187.0,ES1,Villarreal CF,3000000.0,4,0,0,0,1384,30
Maximilian Bauer,Germany,Defender,right,189.0,L1,FC Augsburg,3000000.0,3,0,1,0,808,24
Levent Mercan,Türkiye,Defender,left,176.0,TR1,Fatih Karagümrük,3000000.0,8,0,1,5,3114,24
Joe Mendes,Sweden,Defender,right,177.0,PO1,SC Braga,3000000.0,2,0,0,2,1246,22
Fabien Centonze,France,Defender,right,182.0,FR1,FC Nantes,3000000.0,3,0,0,1,767,29
Ismaël Kandouss,Morocco,Defender,right,192.0,BE1,KAA Gent,3000000.0,5,1,1,0,2610,27
Carlos Domínguez,Spain,Defender,left,187.0,ES1,Celta de Vigo,3000000.0,2,0,0,0,1846,23
Hrvoje Smolcic,Croatia,Defender,left,185.0,L1,Eintracht Frankfurt,3000000.0,0,0,1,0,350,24
Matías Pérez,Argentina,Defender,right,177.0,RU1,FK Orenburg,3000000.0,15,0,7,1,2588,25
Yerry Mina,Colombia,Defender,right,195.0,IT1,Cagliari Calcio,3000000.0,6,0,2,0,1315,30
Iñigo Lekue,Spain,Defender,right,180.0,ES1,Athletic Bilbao,3000000.0,5,0,0,3,2445,31
Edgar González,Spain,Defender,right,192.0,ES1,UD Almería,3000000.0,7,0,2,0,2618,27
Marlon Fossey,United States,Defender,right,179.0,BE1,Standard Liège,3000000.0,1,0,1,2,1632,26
Riccieli,Brazil,Defender,right,187.0,PO1,FC Famalicão,3000000.0,7,1,2,1,1866,26
Toni Borevkovic,Croatia,Defender,right,193.0,PO1,Vitória Guimarães SC,3000000.0,2,1,0,0,2044,27
Bruno Amione,Argentina,Defender,left,185.0,IT1,Hellas Verona,3000000.0,3,0,0,0,681,23
Denys Popov,Ukraine,Defender,both,185.0,UKR1,Dynamo Kyiv,3000000.0,2,1,1,0,2407,25
Bünyamin Balcı,Türkiye,Defender,right,173.0,TR1,Antalyaspor,3000000.0,3,0,1,3,1865,24
Ricardo Esgaio,Portugal,Defender,right,172.0,PO1,Sporting CP,3000000.0,7,0,0,4,2272,31
Zé Pedro,Portugal,Defender,right,187.0,PO1,FC Porto,3000000.0,1,0,2,0,1061,27
Mads Andersen,Denmark,Defender,right,194.0,GB1,Luton Town,3000000.0,1,0,1,0,579,27
Leonardo Buta,Portugal,Defender,left,182.0,PO1,Gil Vicente FC,3000000.0,3,0,0,3,2205,22
Gabriel Osho,Nigeria,Defender,right,185.0,GB1,Luton Town,3000000.0,3,0,2,0,2028,26
Fabián Balbuena,Paraguay,Defender,right,189.0,RU1,Dynamo Moscow,3000000.0,7,0,3,2,2854,33
Fabiano,Brazil,Defender,right,175.0,PO1,Moreirense FC,3000000.0,11,0,6,2,4665,24
Chidozie Awaziem,Nigeria,Defender,right,189.0,PO1,Boavista FC,3000000.0,7,0,0,1,2041,28
Jacob Rasmussen,Denmark,Defender,left,190.0,DK1,Bröndby IF,3000000.0,5,0,1,1,2070,27
Pavel Kaderabek,Czech Republic,Defender,right,182.0,L1,TSG 1899 Hoffenheim,3000000.0,7,0,3,5,2512,32
Dexter Lembikisa,Jamaica,Defender,right,180.0,SC1,Heart of Midlothian FC,3000000.0,1,0,1,0,1033,21
Yasser Larouci,Algeria,Defender,left,176.0,GB1,Sheffield United,3000000.0,1,0,0,0,630,24
Bruno Onyemaechi,Nigeria,Defender,left,184.0,PO1,Boavista FC,3000000.0,3,0,0,1,1975,25
Anton Gaaei,Denmark,Defender,right,183.0,DK1,Viborg FF,3000000.0,2,0,1,4,1896,22
Lucas Hey,Denmark,Defender,right,189.0,DK1,FC Nordsjaelland,3000000.0,2,0,0,0,1404,21
Rubén Duarte,Spain,Defender,left,179.0,ES1,Deportivo Alavés,3000000.0,7,0,3,1,2200,29
Raúl Torrente,Spain,Defender,left,193.0,ES1,Granada CF,3000000.0,4,0,0,0,1251,23
Tanguy Nianzou,France,Defender,right,191.0,ES1,Sevilla FC,3000000.0,4,0,0,0,610,22
Yuriy Gorshkov,Russia,Defender,left,174.0,RU1,Krylya Sovetov Samara,3000000.0,4,0,4,2,2750,25
Léo Duarte,Brazil,Defender,right,183.0,TR1,Basaksehir FK,3000000.0,1,0,0,2,2700,28
Brandon Mechele,Belgium,Defender,right,190.0,BE1,Club Brugge KV,3000000.0,5,0,4,0,3041,32
Giulian Biancone,France,Defender,right,187.0,GR1,Olympiacos Piraeus,3000000.0,3,0,0,1,806,24
Zaidu,Nigeria,Defender,left,182.0,PO1,FC Porto,3000000.0,1,0,1,0,679,27
Daley Blind,Netherlands,Defender,left,180.0,ES1,Girona FC,3000000.0,7,0,3,2,3213,34
Giangiacomo Magnani,Italy,Defender,right,192.0,IT1,Hellas Verona,3000000.0,6,0,0,0,2611,29
Pasquale Mazzocchi,Italy,Defender,right,183.0,IT1,US Salernitana 1919,3000000.0,4,1,0,2,1872,29
Lucas Noubi,Belgium,Defender,right,184.0,BE1,Standard Liège,3000000.0,2,0,0,0,1060,20
Vinícius Tobias,Brazil,Defender,right,177.0,ES1,Real Madrid,3000000.0,0,0,0,0,88,20
Paweł Dawidowicz,Poland,Defender,both,189.0,IT1,Hellas Verona,3000000.0,5,0,1,0,2233,29
Ardian Ismajli,Albania,Defender,right,187.0,IT1,FC Empoli,3000000.0,2,0,0,0,2136,28
Gautier Lloris,France,Defender,left,191.0,FR1,Le Havre AC,3000000.0,2,0,2,0,2780,29
Marcos López,Peru,Defender,left,176.0,NL1,Feyenoord Rotterdam,3000000.0,2,0,0,1,569,25
Tomás Ribeiro,Portugal,Defender,left,185.0,PO1,Vitória Guimarães SC,3000000.0,8,0,1,2,2497,25
Silvan Widmer,Switzerland,Defender,right,183.0,L1,1.FSV Mainz 05,3000000.0,4,0,1,3,1245,31
Kenny Lala,France,Defender,right,178.0,FR1,Stade Brestois 29,3000000.0,7,0,2,3,2970,33
Germán Pezzella,Argentina,Defender,right,187.0,ES1,Real Betis Balompié,3000000.0,9,0,1,0,3393,33
Fodé Ballo-Touré,Senegal,Defender,left,182.0,GB1,Fulham FC,3000000.0,1,0,0,0,224,28
Matt Doherty,Ireland,Defender,right,185.0,GB1,Wolverhampton Wanderers,3000000.0,2,0,3,1,1678,33
Pawel Bochniewicz,Poland,Defender,left,194.0,NL1,SC Heerenveen,3000000.0,3,0,3,2,2443,29
Florian Lejeune,France,Defender,right,190.0,ES1,Rayo Vallecano,3000000.0,5,0,3,1,3342,33
Kevin Van Den Kerkhof,Algeria,Defender,right,190.0,FR1,FC Metz,3000000.0,2,0,1,2,1918,28
Neto Borges,Brazil,Defender,left,185.0,FR1,Clermont Foot 63,3000000.0,3,0,0,3,2517,28
Benedikt Gimber,Germany,Defender,left,187.0,L1,1.FC Heidenheim 1846,2800000.0,9,0,1,1,2071,27
Maksim Nenakhov,Russia,Defender,both,178.0,RU1,Lokomotiv Moscow,2800000.0,7,0,0,1,2430,26
Ilario Monterisi,Italy,Defender,right,190.0,IT1,Frosinone Calcio,2800000.0,3,0,2,3,1767,23
Stefano Denswil,Suriname,Defender,left,188.0,TR1,Trabzonspor,2800000.0,1,0,1,1,2247,31
Saba Sazonov,Georgia,Defender,right,194.0,RU1,Dynamo Moscow,2800000.0,2,0,0,0,523,22
José Copete,Spain,Defender,left,190.0,ES1,RCD Mallorca,2800000.0,9,0,1,1,2047,25
Evgeniy Morozov,Russia,Defender,right,189.0,RU1,Lokomotiv Moscow,2800000.0,10,0,2,1,2723,23
Toby Alderweireld,Belgium,Defender,right,187.0,BE1,Royal Antwerp FC,2800000.0,4,0,3,4,3295,35
Roman Evgenjev,Russia,Defender,right,193.0,RU1,Krylya Sovetov Samara,2800000.0,3,0,0,0,2276,25
