name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Boubakary Soumaré,France,Midfield,right,188.0,ES1,Sevilla FC,14000000.0,12,0,0,1,2682,25
Moatasem Al-Musrati,Libya,Midfield,right,189.0,PO1,SC Braga,14000000.0,2,1,4,1,1852,28
Pablo Fornals,Spain,Midfield,right,178.0,GB1,West Ham United,14000000.0,3,0,3,2,2120,28
Giovanni Fabbian,Italy,Midfield,right,186.0,IT1,Bologna FC 1909,14000000.0,5,0,5,2,1263,22
Fábio Carvalho,Portugal,Midfield,right,170.0,L1,RB Leipzig,14000000.0,0,0,0,0,360,22
Wataru Endo,Japan,Midfield,right,178.0,L1,VfB Stuttgart,13000000.0,12,0,3,1,2848,31
Mandela Keita,Belgium,Midfield,right,180.0,BE1,Oud-Heverlee Leuven,13000000.0,4,0,0,2,1996,22
Mario Pasalic,Croatia,Midfield,right,188.0,IT1,Atalanta BC,13000000.0,3,0,8,7,2729,29
Ernest Muci,Albania,Midfield,both,180.0,TR1,Besiktas JK,13000000.0,4,0,5,0,1204,23
Guus Til,Netherlands,Midfield,right,187.0,NL1,PSV Eindhoven,12000000.0,1,0,10,6,2454,27
Azor Matusiwa,Netherlands,Midfield,right,173.0,FR1,Stade Reims,12000000.0,5,0,1,1,2292,26
Rodrigo Zalazar,Uruguay,Midfield,right,178.0,PO1,SC Braga,12000000.0,6,0,6,9,2598,25
Azzedine Ounahi,Morocco,Midfield,right,182.0,FR1,Olympique Marseille,12000000.0,5,0,2,1,1968,24
Bitello,Brazil,Midfield,right,179.0,RU1,Dynamo Moscow,12000000.0,1,0,10,2,2204,25
Atakan Karazor,Germany,Midfield,right,191.0,L1,VfB Stuttgart,12000000.0,10,0,0,4,2986,28
Jorginho,Italy,Midfield,right,178.0,GB1,Arsenal FC,12000000.0,2,0,1,2,1681,33
Kirian Rodríguez,Spain,Midfield,right,178.0,ES1,UD Las Palmas,12000000.0,8,0,6,2,3242,28
Valentin Rongier,France,Midfield,right,172.0,FR1,Olympique Marseille,12000000.0,2,0,0,0,1266,30
Junior Dina Ebimbe,France,Midfield,right,184.0,L1,Eintracht Frankfurt,12000000.0,7,0,7,3,2311,24
Mattias Svanberg,Sweden,Midfield,right,185.0,L1,VfL Wolfsburg,12000000.0,8,0,1,4,1869,26
Nicola Zalewski,Poland,Midfield,both,175.0,IT1,AS Roma,12000000.0,4,0,0,3,1546,23
Emil Holm,Sweden,Midfield,right,191.0,IT1,Atalanta BC,12000000.0,7,0,1,4,1525,24
Aster Vranckx,Belgium,Midfield,right,183.0,L1,VfL Wolfsburg,12000000.0,7,0,0,0,1339,22
James McAtee,England,Midfield,left,180.0,GB1,Sheffield United,12000000.0,2,0,5,4,1945,22
Timothy Weah,United States,Midfield,right,183.0,IT1,Juventus FC,12000000.0,6,0,1,2,1381,24
Ryan Christie,Scotland,Midfield,left,178.0,GB1,AFC Bournemouth,12000000.0,6,0,1,5,3251,29
Robin Gosens,Germany,Midfield,left,183.0,L1,1.FC Union Berlin,12000000.0,11,0,7,4,2748,30
Wilmar Barrios,Colombia,Midfield,right,178.0,RU1,Zenit St. Petersburg,12000000.0,3,1,0,2,3355,31
Marlon Gomes,Brazil,Midfield,right,184.0,UKR1,Shakhtar Donetsk,12000000.0,0,0,4,1,502,21
Vini Souza,Brazil,Midfield,right,187.0,GB1,Sheffield United,12000000.0,3,0,1,0,2699,25
Ryan Yates,England,Midfield,right,190.0,GB1,Nottingham Forest,12000000.0,8,0,1,3,2412,27
Geoffrey Kondogbia,Central African Republic,Midfield,left,188.0,FR1,Olympique Marseille,12000000.0,6,0,1,1,2620,31
Lewis Cook,England,Midfield,right,175.0,GB1,AFC Bournemouth,12000000.0,6,1,0,3,3207,27
Rodrigo Gomes,Portugal,Midfield,right,175.0,PO1,GD Estoril Praia,12000000.0,5,1,7,8,2704,21
İsmail Yüksek,Türkiye,Midfield,right,183.0,TR1,Fenerbahce,12000000.0,10,0,1,6,2775,26
Merlin Röhl,Germany,Midfield,right,192.0,L1,SC Freiburg,12000000.0,3,1,3,4,1869,22
Koke,Spain,Midfield,right,176.0,ES1,Atlético de Madrid,12000000.0,9,0,0,6,3787,33
Brenden Aaronson,United States,Midfield,right,177.0,L1,1.FC Union Berlin,12000000.0,3,0,2,2,1446,24
Ellyes Skhiri,Tunisia,Midfield,right,185.0,L1,Eintracht Frankfurt,11000000.0,2,0,4,2,2531,29
Luis Alberto,Spain,Midfield,right,183.0,IT1,SS Lazio,11000000.0,8,0,5,11,3171,32
Stefan Bajcetic,Spain,Midfield,right,185.0,GB1,Liverpool FC,11000000.0,1,0,0,0,97,20
Stephen Eustaquio,Canada,Midfield,right,177.0,PO1,FC Porto,11000000.0,6,0,3,3,2211,28
Michel Aebischer,Switzerland,Midfield,right,183.0,IT1,Bologna FC 1909,11000000.0,8,0,0,1,2594,28
Maximilian Eggestein,Germany,Midfield,right,181.0,L1,SC Freiburg,10000000.0,6,0,3,5,3961,28
Mahdi Camara,France,Midfield,right,178.0,FR1,Stade Brestois 29,10000000.0,7,0,7,4,2038,26
Tommy Doyle,England,Midfield,right,172.0,GB1,Wolverhampton Wanderers,10000000.0,2,0,1,0,1750,23
Emre Can,Germany,Midfield,right,186.0,L1,Borussia Dortmund,10000000.0,10,0,2,2,3049,31
Nabil Fekir,France,Midfield,left,173.0,ES1,Real Betis Balompié,10000000.0,1,0,1,2,1128,31
Santiago Hezze,Argentina,Midfield,right,182.0,GR1,Olympiacos Piraeus,10000000.0,7,0,0,1,2404,23
Thomas Lemar,France,Midfield,left,171.0,ES1,Atlético de Madrid,10000000.0,0,0,0,0,167,29
Thiago Alcántara,Spain,Midfield,right,174.0,GB1,Liverpool FC,10000000.0,0,0,0,0,5,33
Cesare Casadei,Italy,Midfield,right,185.0,GB1,Chelsea FC,10000000.0,0,0,1,2,308,22
Reo Hatate,Japan,Midfield,right,172.0,SC1,Celtic FC,10000000.0,0,0,3,3,892,27
Lamine Camara,Senegal,Midfield,right,173.0,FR1,FC Metz,10000000.0,3,0,1,4,2266,21
Dion Lopy,Senegal,Midfield,right,184.0,ES1,UD Almería,10000000.0,5,0,0,0,2098,22
Nico Paz,Argentina,Midfield,left,186.0,ES1,Real Madrid,10000000.0,0,0,1,0,128,20
Romano Schmid,Austria,Midfield,right,168.0,L1,SV Werder Bremen,10000000.0,5,0,4,7,2705,25
Sergio Arribas,Spain,Midfield,left,174.0,ES1,UD Almería,10000000.0,1,0,9,5,2192,23
Mario Lemina,Gabon,Midfield,right,184.0,GB1,Wolverhampton Wanderers,10000000.0,12,0,5,1,3261,31
Josh Dasilva,England,Midfield,left,184.0,GB1,Brentford FC,10000000.0,0,0,0,1,148,26
Matteo Prati,Italy,Midfield,right,185.0,IT1,Cagliari Calcio,10000000.0,4,0,1,1,1973,21
Simone Pafundi,Italy,Midfield,left,166.0,IT1,Udinese Calcio,10000000.0,0,0,0,0,60,18
Marshall Munetsi,Zimbabwe,Midfield,right,188.0,FR1,Stade Reims,10000000.0,5,0,4,4,2178,28
Toni Kroos,Germany,Midfield,right,183.0,ES1,Real Madrid,10000000.0,5,0,1,10,3181,35
Bryan Heynen,Belgium,Midfield,right,183.0,BE1,KRC Genk,10000000.0,4,0,6,3,2248,27
Aleksey Miranchuk,Russia,Midfield,left,182.0,IT1,Atalanta BC,10000000.0,2,0,4,12,1851,29
Joris Chotard,France,Midfield,right,179.0,FR1,Montpellier HSC,10000000.0,5,0,0,3,2593,23
Samú Costa,Portugal,Midfield,left,185.0,ES1,RCD Mallorca,10000000.0,9,0,1,1,2649,24
Yegor Yarmolyuk,Ukraine,Midfield,right,180.0,GB1,Brentford FC,10000000.0,2,0,0,0,799,20
Salih Özcan,Türkiye,Midfield,right,183.0,L1,Borussia Dortmund,10000000.0,3,0,0,0,1785,27
Jens Cajuste,Sweden,Midfield,right,188.0,IT1,SSC Napoli,10000000.0,9,0,0,2,1408,25
Jakub Moder,Poland,Midfield,right,191.0,GB1,Brighton & Hove Albion,10000000.0,2,0,0,0,732,25
Baptiste Santamaria,France,Midfield,right,183.0,FR1,Stade Rennais FC,10000000.0,4,0,0,2,2287,29
Sem Steijn,Netherlands,Midfield,right,173.0,NL1,Twente Enschede FC,10000000.0,1,0,19,3,2802,23
Alfie Doughty,England,Midfield,left,183.0,GB1,Luton Town,10000000.0,5,0,3,8,3392,25
Raphael Onyedika,Nigeria,Midfield,right,184.0,BE1,Club Brugge KV,10000000.0,6,0,0,2,2036,23
Josh Cullen,Ireland,Midfield,right,175.0,GB1,Burnley FC,10000000.0,10,0,2,3,2271,28
Nikola Vlašić,Croatia,Midfield,right,179.0,IT1,Torino FC,10000000.0,3,0,3,2,2759,27
Houssem Aouar,Algeria,Midfield,right,175.0,IT1,AS Roma,10000000.0,3,0,4,0,1171,26
Rocco Reitz,Germany,Midfield,right,176.0,L1,Borussia Mönchengladbach,10000000.0,2,0,6,3,2359,22
Pierre Lees-Melou,France,Midfield,right,185.0,FR1,Stade Brestois 29,10000000.0,12,0,4,0,2521,31
Jonas Hofmann,Germany,Midfield,right,176.0,L1,Bayer 04 Leverkusen,10000000.0,4,0,8,12,2768,32
André Gomes,Portugal,Midfield,right,188.0,GB1,Everton FC,10000000.0,4,0,2,0,582,31
Mario Stroeykens,Belgium,Midfield,right,177.0,BE1,RSC Anderlecht,10000000.0,4,0,4,5,1697,20
Abdoulaye Doucouré,Mali,Midfield,right,183.0,GB1,Everton FC,10000000.0,7,0,7,2,2759,32
Nabil Bentaleb,Algeria,Midfield,left,187.0,FR1,LOSC Lille,10000000.0,7,0,0,3,1967,30
Tommaso Pobega,Italy,Midfield,left,188.0,IT1,AC Milan,10000000.0,0,0,0,0,464,25
Saša Lukić,Serbia,Midfield,right,182.0,GB1,Fulham FC,10000000.0,5,0,1,0,1397,28
Yusuf Yazıcı,Türkiye,Midfield,left,184.0,FR1,LOSC Lille,10000000.0,5,0,5,2,1347,28
Ryan Sessegnon,England,Midfield,left,178.0,GB1,Tottenham Hotspur,10000000.0,0,0,0,0,7,24
Batista Mendy,France,Midfield,right,191.0,TR1,Trabzonspor,9500000.0,10,0,1,0,2756,25
Ramiz Zerrouki,Algeria,Midfield,right,183.0,NL1,Feyenoord Rotterdam,9000000.0,5,0,1,0,2080,26
Frank Onyeka,Nigeria,Midfield,right,183.0,GB1,Brentford FC,9000000.0,8,0,1,2,1294,27
Máximo Perrone,Argentina,Midfield,left,177.0,GB1,Manchester City,9000000.0,6,0,0,0,1692,22
Przemyslaw Frankowski,Poland,Midfield,right,175.0,FR1,RC Lens,9000000.0,5,0,4,4,2884,29
Mykola Shaparenko,Ukraine,Midfield,right,178.0,UKR1,Dynamo Kyiv,9000000.0,8,0,5,8,2008,26
Hicham Boudaoui,Algeria,Midfield,right,175.0,FR1,OGC Nice,9000000.0,5,0,2,0,1609,25
Hannibal,Tunisia,Midfield,right,183.0,ES1,Sevilla FC,9000000.0,5,0,1,0,430,22
Artem Bondarenko,Ukraine,Midfield,left,182.0,UKR1,Shakhtar Donetsk,9000000.0,2,2,6,8,2300,24
Marc Roca,Spain,Midfield,left,184.0,ES1,Real Betis Balompié,9000000.0,7,0,4,3,2622,28
Luis Chávez,Mexico,Midfield,left,178.0,RU1,Dynamo Moscow,9000000.0,5,0,4,2,2205,29
Andy Diouf,France,Midfield,left,187.0,FR1,RC Lens,9000000.0,2,0,1,0,1436,21
Arne Engels,Belgium,Midfield,right,185.0,L1,FC Augsburg,9000000.0,1,1,3,5,1486,21
Will Hughes,England,Midfield,left,185.0,GB1,Crystal Palace,9000000.0,6,0,0,1,2039,29
Ivan Oblyakov,Russia,Midfield,left,176.0,RU1,CSKA Moscow,9000000.0,1,0,4,5,3076,26
Hyun-seok Hong,"Korea, South",Midfield,left,177.0,BE1,KAA Gent,9000000.0,1,0,5,5,2004,25
Djibril Sow,Switzerland,Midfield,right,184.0,ES1,Sevilla FC,9000000.0,5,0,1,2,2094,27
Flynn Downes,England,Midfield,right,178.0,GB1,West Ham United,9000000.0,0,0,0,0,78,26
Téji Savanier,France,Midfield,right,172.0,FR1,Montpellier HSC,9000000.0,7,1,9,7,2778,33
Michael Folorunsho,Italy,Midfield,right,190.0,IT1,Hellas Verona,8500000.0,5,0,5,1,2794,26
Todd Cantwell,England,Midfield,right,180.0,SC1,Rangers FC,8500000.0,9,0,6,6,2393,26
Rolando Mandragora,Italy,Midfield,left,183.0,IT1,ACF Fiorentina,8500000.0,9,0,4,3,2021,27
Matheus Henrique,Brazil,Midfield,right,175.0,IT1,US Sassuolo,8500000.0,8,0,2,3,2622,27
Callum McGregor,Scotland,Midfield,left,178.0,SC1,Celtic FC,8500000.0,6,0,2,5,3248,31
Morgan Sanson,France,Midfield,right,180.0,FR1,OGC Nice,8000000.0,4,0,2,3,1980,30
Benjamin André,France,Midfield,right,180.0,FR1,LOSC Lille,8000000.0,9,0,4,0,2785,34
Danilo Pereira,Portugal,Midfield,right,188.0,FR1,Paris Saint-Germain,8000000.0,2,0,0,0,2152,33
Daler Kuzyaev,Russia,Midfield,right,182.0,FR1,Le Havre AC,8000000.0,1,0,2,2,2100,32
Ruslan Malinovskyi,Ukraine,Midfield,left,181.0,IT1,Genoa CFC,8000000.0,7,0,4,2,1599,31
Sandi Lovric,Slovenia,Midfield,right,180.0,IT1,Udinese Calcio,8000000.0,1,1,2,3,2146,26
Michal Sadílek,Czech Republic,Midfield,left,169.0,NL1,Twente Enschede FC,8000000.0,8,0,1,3,3345,25
Ross Barkley,England,Midfield,right,189.0,GB1,Luton Town,8000000.0,6,0,5,6,2998,31
Isco,Spain,Midfield,right,176.0,ES1,Real Betis Balompié,8000000.0,11,0,9,7,2791,32
Dmitriy Barinov,Russia,Midfield,both,181.0,RU1,Lokomotiv Moscow,8000000.0,12,0,2,1,2841,28
Christian Eriksen,Denmark,Midfield,right,182.0,GB1,Manchester United,8000000.0,1,0,1,3,1432,32
Pascal Groß,Germany,Midfield,right,181.0,GB1,Brighton & Hove Albion,8000000.0,7,0,5,13,4104,33
Leandro Paredes,Argentina,Midfield,right,180.0,IT1,AS Roma,8000000.0,18,1,5,7,3854,30
Gustavo Scarpa,Brazil,Midfield,left,177.0,GR1,Olympiacos Piraeus,8000000.0,1,0,0,0,422,31
Naouirou Ahamada,France,Midfield,right,183.0,GB1,Crystal Palace,8000000.0,4,0,0,0,432,22
Neil El Aynaoui,Morocco,Midfield,right,185.0,FR1,RC Lens,8000000.0,2,0,1,3,1913,23
Tajon Buchanan,Canada,Midfield,right,183.0,BE1,Club Brugge KV,8000000.0,2,0,4,2,1375,25
Danil Glebov,Russia,Midfield,right,178.0,RU1,FK Rostov,8000000.0,1,0,2,2,3074,25
Hugo Guillamón,Spain,Midfield,right,178.0,ES1,Valencia CF,8000000.0,7,0,1,0,1558,25
Fabian Rieder,Switzerland,Midfield,left,179.0,FR1,Stade Rennais FC,8000000.0,1,0,3,1,671,22
Jorge Carrascal,Colombia,Midfield,right,180.0,RU1,Dynamo Moscow,8000000.0,7,0,1,7,1841,26
Daniel Bragança,Portugal,Midfield,left,178.0,PO1,Sporting CP,8000000.0,3,0,4,3,1660,25
Mateus Fernandes,Portugal,Midfield,right,178.0,PO1,Sporting CP,8000000.0,8,0,1,2,2563,20
Ethan Nwaneri,England,Midfield,left,176.0,GB1,Arsenal FC,8000000.0,0,0,0,0,13,17
Iván Jaime,Spain,Midfield,right,180.0,PO1,FC Porto,8000000.0,0,0,1,0,731,24
Gustavo Sá,Portugal,Midfield,right,189.0,PO1,FC Famalicão,8000000.0,8,0,3,5,1953,20
Tanguy Ndombélé,France,Midfield,right,181.0,TR1,Galatasaray,8000000.0,0,0,0,1,547,28
Kristian Thorstvedt,Norway,Midfield,left,189.0,IT1,US Sassuolo,8000000.0,7,0,6,1,2471,25
David Pereira da Costa,Portugal,Midfield,right,168.0,FR1,RC Lens,8000000.0,3,0,5,3,1765,24
Daniil Fomin,Russia,Midfield,right,187.0,RU1,Dynamo Moscow,8000000.0,6,0,3,7,2377,27
Pablo Rosario,Netherlands,Midfield,right,185.0,FR1,OGC Nice,8000000.0,4,0,0,1,2005,28
Salis Abdul Samed,Ghana,Midfield,right,179.0,FR1,RC Lens,8000000.0,4,0,0,0,2138,24
Saúl Ñíguez,Spain,Midfield,left,184.0,ES1,Atlético de Madrid,7500000.0,11,0,2,5,2064,30
Eric Martel,Germany,Midfield,right,188.0,L1,1.FC Köln,7500000.0,8,0,1,2,2652,22
Antonio Blanco,Spain,Midfield,right,176.0,ES1,Deportivo Alavés,7500000.0,6,1,0,1,2548,24
Enzo Barrenechea,Argentina,Midfield,right,186.0,IT1,Frosinone Calcio,7500000.0,10,0,1,1,2979,23
Maxime López,France,Midfield,right,167.0,IT1,ACF Fiorentina,7500000.0,2,1,0,0,1282,27
Jens Stage,Denmark,Midfield,right,187.0,L1,SV Werder Bremen,7500000.0,6,1,3,3,2426,28
Kevin Paredes,United States,Midfield,left,175.0,L1,VfL Wolfsburg,7500000.0,5,0,3,0,1454,21
Julien De Sart,Belgium,Midfield,right,187.0,BE1,KAA Gent,7500000.0,4,0,5,1,3033,30
Philippe Coutinho,Brazil,Midfield,right,172.0,GB1,Aston Villa,7500000.0,0,0,0,0,24,32
Orbelín Pineda,Mexico,Midfield,right,169.0,GR1,AEK Athens,7000000.0,3,0,3,2,2482,28
Angelo Fulgini,France,Midfield,right,182.0,FR1,RC Lens,7000000.0,4,0,3,2,1724,28
Leander Dendoncker,Belgium,Midfield,right,188.0,IT1,SSC Napoli,7000000.0,0,0,1,0,276,29
Umut Tohumcu,Germany,Midfield,both,175.0,L1,TSG 1899 Hoffenheim,7000000.0,5,0,0,2,1023,20
Jeffrey Schlupp,Ghana,Midfield,left,178.0,GB1,Crystal Palace,7000000.0,1,0,2,3,1609,32
Marten de Roon,Netherlands,Midfield,right,185.0,IT1,Atalanta BC,7000000.0,14,0,0,5,3938,33
Gaetano Castrovilli,Italy,Midfield,right,187.0,IT1,ACF Fiorentina,7000000.0,0,0,1,2,370,27
Kacper Urbanski,Poland,Midfield,right,183.0,IT1,Bologna FC 1909,7000000.0,3,0,0,1,1079,20
Kristian Hlynsson,Iceland,Midfield,right,179.0,NL1,Ajax Amsterdam,7000000.0,3,0,7,3,2099,21
Florian Neuhaus,Germany,Midfield,right,185.0,L1,Borussia Mönchengladbach,7000000.0,4,0,4,4,1412,27
Teddy Teuma,Malta,Midfield,left,176.0,FR1,Stade Reims,7000000.0,7,0,6,3,2124,31
Abdülkadir Ömür,Türkiye,Midfield,left,168.0,TR1,Trabzonspor,7000000.0,1,0,0,6,1117,25
Hans Vanaken,Belgium,Midfield,right,195.0,BE1,Club Brugge KV,7000000.0,6,0,6,9,2989,32
Tomás Händel,Portugal,Midfield,left,180.0,PO1,Vitória Guimarães SC,7000000.0,6,0,2,1,2680,24
Maximilian Arnold,Germany,Midfield,left,184.0,L1,VfL Wolfsburg,7000000.0,10,0,2,1,2678,30
Imrân Louza,Morocco,Midfield,left,178.0,FR1,FC Lorient,7000000.0,1,0,1,3,966,25
Tomas Suslov,Slovakia,Midfield,left,174.0,IT1,Hellas Verona,7000000.0,7,0,3,5,2164,22
Dmytro Kryskiv,Ukraine,Midfield,right,180.0,UKR1,Shakhtar Donetsk,7000000.0,7,0,5,6,2739,24
Lucas Tousart,France,Midfield,right,184.0,L1,1.FC Union Berlin,7000000.0,9,0,0,1,1822,27
Hugo Magnetti,France,Midfield,right,180.0,FR1,Stade Brestois 29,7000000.0,6,0,2,0,2359,26
Lucas Robertone,Argentina,Midfield,right,169.0,ES1,UD Almería,7000000.0,11,0,0,5,2426,27
Grischa Prömel,Germany,Midfield,right,184.0,L1,TSG 1899 Hoffenheim,7000000.0,10,0,4,5,2287,30
José Cifuentes,Ecuador,Midfield,right,178.0,SC1,Rangers FC,7000000.0,0,1,0,2,1067,25
Nadiem Amiri,Germany,Midfield,right,180.0,L1,1.FSV Mainz 05,7000000.0,5,0,1,5,1465,28
Senne Lynen,Belgium,Midfield,right,185.0,BE1,Union Saint-Gilloise,7000000.0,7,0,0,3,1973,25
Pedro Chirivella,Spain,Midfield,right,178.0,FR1,FC Nantes,7000000.0,5,0,1,1,2601,27
Matías Galarza,Argentina,Midfield,right,180.0,BE1,KRC Genk,7000000.0,6,0,1,1,1689,22
Daniel Boloca,Italy,Midfield,right,185.0,IT1,US Sassuolo,7000000.0,6,1,2,0,2054,26
Jon Moncayola,Spain,Midfield,right,182.0,ES1,CA Osasuna,7000000.0,3,1,1,5,2107,26
Patrick Osterhage,Germany,Midfield,left,186.0,L1,VfL Bochum,7000000.0,5,0,2,2,1878,24
Junior Mwanga,France,Midfield,both,184.0,FR1,RC Strasbourg Alsace,7000000.0,3,0,1,1,1456,21
Hugo Vetlesen,Norway,Midfield,right,174.0,BE1,Club Brugge KV,7000000.0,8,0,2,4,2254,24
Mitchel Bakker,Netherlands,Midfield,left,185.0,IT1,Atalanta BC,6500000.0,2,0,1,0,556,24
Enis Bardhi,North Macedonia,Midfield,right,172.0,TR1,Trabzonspor,6500000.0,3,0,7,4,2347,29
Florian Grillitsch,Austria,Midfield,right,187.0,L1,TSG 1899 Hoffenheim,6500000.0,8,0,1,6,2373,29
Kristijan Jakic,Croatia,Midfield,right,184.0,L1,FC Augsburg,6500000.0,5,0,2,1,1297,27
Amir Hadziahmetovic,Bosnia-Herzegovina,Midfield,right,179.0,TR1,Besiktas JK,6500000.0,5,0,0,5,1821,27
Nicolas Raskin,Belgium,Midfield,right,178.0,SC1,Rangers FC,6500000.0,4,0,1,1,1611,23
Sven Mijnans,Netherlands,Midfield,left,190.0,NL1,AZ Alkmaar,6500000.0,3,0,5,5,2790,24
Nair Tiknizyan,Armenia,Midfield,left,181.0,RU1,Lokomotiv Moscow,6500000.0,5,0,9,6,1948,25
Remo Freuler,Switzerland,Midfield,right,180.0,IT1,Bologna FC 1909,6500000.0,9,0,1,1,2778,32
Renato Sanches,Portugal,Midfield,right,176.0,IT1,AS Roma,6500000.0,2,0,1,0,262,27
Filip Kostić,Serbia,Midfield,left,184.0,IT1,Juventus FC,6500000.0,3,0,0,4,2107,32
Sivert Mannsverk,Norway,Midfield,right,185.0,NL1,Ajax Amsterdam,6000000.0,7,0,0,0,1443,22
Warren Bondo,France,Midfield,right,177.0,IT1,AC Monza,6000000.0,9,0,1,1,1471,21
Mahmoud Dahoud,Syria,Midfield,right,178.0,L1,VfB Stuttgart,6000000.0,1,1,1,1,910,29
Óliver Torres,Spain,Midfield,right,175.0,ES1,Sevilla FC,6000000.0,4,0,0,2,2108,30
Daniil Utkin,Russia,Midfield,left,183.0,RU1,FK Rostov,6000000.0,3,0,1,4,2165,25
Ibrahima Sissoko,Mali,Midfield,right,193.0,FR1,RC Strasbourg Alsace,6000000.0,7,0,0,1,1641,27
Dirk Proper,Netherlands,Midfield,right,167.0,NL1,NEC Nijmegen,6000000.0,4,0,7,4,2755,22
Branco van den Boomen,Netherlands,Midfield,right,188.0,NL1,Ajax Amsterdam,6000000.0,1,0,2,1,1174,29
Berat Özdemir,Türkiye,Midfield,right,187.0,TR1,Trabzonspor,6000000.0,4,0,1,1,2378,26
Pape Gueye,Senegal,Midfield,left,189.0,FR1,Olympique Marseille,6000000.0,2,0,1,0,766,26
Mady Camara,Guinea,Midfield,right,182.0,GR1,Olympiacos Piraeus,6000000.0,10,0,1,1,2231,27
Santi Comesaña,Spain,Midfield,both,188.0,ES1,Villarreal CF,6000000.0,11,1,3,0,2246,28
Julian Weigl,Germany,Midfield,right,186.0,L1,Borussia Mönchengladbach,6000000.0,10,0,2,3,3131,29
Jacopo Fazzini,Italy,Midfield,right,178.0,IT1,FC Empoli,6000000.0,6,0,1,2,1226,21
Artem Karpukas,Russia,Midfield,right,184.0,RU1,Lokomotiv Moscow,6000000.0,7,0,1,0,1997,22
Antoni Milambo,Netherlands,Midfield,right,179.0,NL1,Feyenoord Rotterdam,6000000.0,0,0,1,1,277,19
Luka Modric,Croatia,Midfield,right,172.0,ES1,Real Madrid,6000000.0,2,0,2,8,2243,39
Johann Lepenant,France,Midfield,right,176.0,FR1,Olympique Lyon,6000000.0,1,0,0,0,250,22
Muhammed Cham,Austria,Midfield,left,180.0,FR1,Clermont Foot 63,6000000.0,4,0,8,4,2565,24
Anastasios Bakasetas,Greece,Midfield,left,181.0,GR1,Panathinaikos FC,6000000.0,6,1,6,3,2279,31
Rade Krunic,Bosnia-Herzegovina,Midfield,right,184.0,TR1,Fenerbahce,6000000.0,5,0,0,0,1667,31
Lucien Agoumé,France,Midfield,right,185.0,ES1,Sevilla FC,6000000.0,3,0,0,0,791,22
Robert Navarro,Spain,Midfield,right,178.0,ES1,Cádiz CF,6000000.0,0,1,1,1,2042,22
Anton Miranchuk,Russia,Midfield,right,185.0,RU1,Lokomotiv Moscow,6000000.0,4,0,8,7,2282,29
Fran Beltrán,Spain,Midfield,right,165.0,ES1,Celta de Vigo,6000000.0,2,0,0,0,2713,25
Davide Zappacosta,Italy,Midfield,right,182.0,IT1,Atalanta BC,6000000.0,7,0,2,5,2845,32
Henrikh Mkhitaryan,Armenia,Midfield,both,177.0,IT1,Inter Milan,6000000.0,6,0,2,11,3526,36
Nicolai Vallys,Denmark,Midfield,right,189.0,DK1,Bröndby IF,6000000.0,1,0,10,7,2168,28
Marko Grujic,Serbia,Midfield,right,191.0,PO1,FC Porto,6000000.0,3,0,0,1,527,28
Boubacar Traoré,Mali,Midfield,right,183.0,GB1,Wolverhampton Wanderers,6000000.0,5,0,0,0,997,23
Douglas Augusto,Brazil,Midfield,left,173.0,GR1,PAOK Thessaloniki,6000000.0,7,1,0,0,1822,28
Nemanja Maksimovic,Serbia,Midfield,right,189.0,ES1,Getafe CF,6000000.0,4,0,4,0,3446,30
Aïssa Laïdouni,Tunisia,Midfield,right,184.0,L1,1.FC Union Berlin,6000000.0,3,0,0,4,1489,28
Sergi Darder,Spain,Midfield,right,180.0,ES1,RCD Mallorca,6000000.0,4,0,2,5,2521,31
Jean-Victor Makengo,France,Midfield,left,177.0,FR1,FC Lorient,6000000.0,0,0,0,0,478,26
Alessio Castro-Montes,Belgium,Midfield,right,175.0,BE1,Union Saint-Gilloise,6000000.0,2,0,3,3,2523,27
Dani Ceballos,Spain,Midfield,right,179.0,ES1,Real Madrid,6000000.0,2,0,1,2,864,28
Amir Richardson,Morocco,Midfield,left,197.0,FR1,Stade Reims,6000000.0,4,0,3,1,1350,23
Gianluca Gaetano,Italy,Midfield,right,183.0,IT1,Cagliari Calcio,6000000.0,4,1,5,2,1048,24
Ayyoub Bouaddi,France,Midfield,right,185.0,FR1,LOSC Lille,6000000.0,3,0,0,0,126,17
Unai Gómez,Spain,Midfield,left,183.0,ES1,Athletic Bilbao,6000000.0,2,0,2,0,1183,21
Walace,Brazil,Midfield,right,188.0,IT1,Udinese Calcio,6000000.0,7,0,2,0,3333,29
Abbosbek Fayzullaev,Uzbekistan,Midfield,right,170.0,RU1,CSKA Moscow,6000000.0,4,0,5,14,2245,21
Isaac Babadi,Netherlands,Midfield,right,179.0,NL1,PSV Eindhoven,6000000.0,1,0,2,0,508,19
Diogo Gonçalves,Portugal,Midfield,right,178.0,DK1,FC Copenhagen,5500000.0,5,0,9,6,2203,27
Danilo Cataldi,Italy,Midfield,right,180.0,IT1,SS Lazio,5500000.0,9,0,1,0,1713,30
Mario Götze,Germany,Midfield,right,176.0,L1,Eintracht Frankfurt,5500000.0,5,0,4,4,2388,32
Senny Mayulu,France,Midfield,both,183.0,FR1,Paris Saint-Germain,5000000.0,0,0,0,1,323,18
